"","id.p","is.mottles","is.concr","thick.A","a_S.A","a_sat_CEC.A","esp.A","esp.B","a_OC.A","Bt","is.caco3","d.caco3","is.E","is.hydro","dem","river","wdist","maxc","mrvbf","slope","twi","vdchn","water","lstm","lstsd","evim","evisd","X","Y"
"32",380,0,1,23,13.8434782608696,79,0.722361809045226,0.799824695957051,1.40130434782609,2.1904212963108,0,NA,0,0,33.3416862487793,4506.32275390625,593.986450195312,1.08474838733673,3.40402173995972,0.184593096375465,11.8169727325439,14.1889801025391,0,297.364780191103,7.74443136411529,3593.52777777778,1681.7963462536,5488205.88289835,6300342.46701125
"33",389,1,1,20,NA,NA,NA,NA,0.22,0.600851722802942,1,0,0,1,24.0069274902344,11311.5517578125,180.005065917969,-5.70328521728516,3.94568157196045,0.0732228383421898,14.568305015564,1.17359924316406,0,297.884306736049,8.15695520303676,3136.55555555556,636.206675503279,5482132.66203879,6296819.65854497
"34",390,1,1,27,13.9888888888889,77.7407407407407,1.16494572411967,0.806916426512968,1.28407407407407,1.56855307433466,0,NA,0,1,31.6446475982666,6677.46337890625,234.314086914062,1.25859224796295,4.62685441970825,0.148866415023804,11.1083908081055,3.48764610290527,0,297.721558828915,7.71797842117657,3504.47916666667,1457.90034849312,5477517.78486639,6307216.46642049
"35",392,1,0,31,16.1806451612903,76.5483870967742,0.618022328548644,0.50595723845275,1.41387096774194,1.89439785172493,0,NA,0,0,41.1088447570801,14692.60546875,576.297424316406,-0.940284073352814,3.89598107337952,0.141933456063271,12.6143312454224,1.96750259399414,0,297.660380283875,7.97785201863536,3155.22916666667,1462.87247707321,5473068.65845685,6300491.71316366
"37",397,1,1,26,15.3153846153846,80.4615384615385,0.652938221998996,0.547065469465422,1.26,1.96458554846713,0,NA,0,1,37.7755088806152,13559.3525390625,210.005920410156,2.76948952674866,3.8308789730072,0.0928984433412552,12.3985862731934,2.89999771118164,0,297.7740966528,7.8632413857128,3516.40277777778,1727.4005059523,5465724.57766409,6308695.56308901
"38",404,1,1,20,NA,NA,NA,NA,0.75,1.82037768994291,1,0,0,1,44.1072387695312,42693.48046875,182.488021850586,-6.11013078689575,3.81305861473083,0.205378353595734,13.2813920974731,0.00802230834960938,0,297.159707256776,7.74136326698533,3508.10416666667,815.941574752194,5456484.3201419,6277847.28519981
"39",407,0,1,17,23.9,94,4.60251046025105,4.64552755469399,2.2,1.523,0,NA,0,0,50.1275177001953,32813.90625,305.949798583984,-33.3010940551758,0.881781458854675,0.208816275000572,10.0212631225586,12.0988502502441,0,297.412287245048,7.8175340798373,3596.20833333333,2164.12962163332,5460383.26508446,6287489.39232016
"40",408,0,1,8,18.6,85,0.537634408602151,0.536651530341452,1.16,1.06779396462019,0,NA,0,0,46.7092208862305,23462.46484375,1194.77209472656,-8.47753620147705,1.93006455898285,0.426099091768265,10.4321546554565,7.38077926635742,0,297.629149092957,7.86143683382088,3496.25694444444,1966.04412639809,5461032.93852423,6299313.4069734
"41",412,1,1,22,14.05,79,1.42348754448399,1.0453201292896,1.25,1.64019733235885,0,NA,0,1,23.9950294494629,2336.4091796875,120.003379821777,-0.570825278759003,0.514133453369141,0.681244790554047,8.26655006408691,14.8719110488892,0,296.787795463618,7.31830055247127,3894.16666666667,654.237291482558,5502120.94136429,6291923.31421903
"42",413,1,1,40,15.72,81.6,0.636132315521629,0.61951241253287,1.462,1.20540355319631,0,NA,0,1,21.3862342834473,2874.13745117188,67.0839309692383,-38.0936050415039,0.974386215209961,0.649433970451355,9.54392528533936,10.0693769454956,0.137931033968925,296.295380441766,7.11389788866564,3918.41666666667,648.639668522069,5502306.52896164,6291315.08100612
