"","id.p","id.p.h","hor","top","bottom","thick","tb","CEC","phw","phkcl","resist","OC","clay","silt20","sand.mf","p_permeabilidad","p_escurrimiento","p_anegamiento","p_drenaje","dren","dem","river","wdist","maxc","mrvbf","slope","twi","vdchn","water","env","lstm","lstsd","evim","evisd","M1.B2","M1.B3","M1.B4","M1.B5","M1.B7","M2.B2","M2.B3","M2.B4","M2.B5","M2.B7","M3.B2","M3.B3","M3.B4","M3.B5","M3.B7","M.all.B2","M.all.B3","M.all.B4","M.all.B5","M.all.B7","S1.B2","S1.B3","S1.B4","S1.B5","S1.B7","S2.B2","S2.B3","S2.B4","S2.B5","S2.B7","S3.B2","S3.B3","S3.B4","S3.B5","S3.B7","S.all.B2","S.all.B3","S.all.B4","S.all.B5","S.all.B7","X","Y","XX1","XX2","XX3","XD1","XD2","XD3"
"1353",654,"654_C","C",145,165,20,16.6,15.6,8.4,6.3,3701,0.09,8.4,18.6,33.9,"3","3","clase 4",NA,"3.3",69.1337890625,125840.625,30.0008449554443,0.0143148768693209,6.57701063156128,0.0672929361462593,12.2278251647949,2.01899719238281,0.0689655169844627,1,296.349413695573,7.6801810424519,3153.38194444444,1911.15145241745,0.408595238095238,0.028684126984127,0.0694079365079365,0.383486507936508,0.119070634920635,0.211865693430657,0.0494248175182482,0.0810394160583942,0.284451824817518,0.192394890510949,0.26031652892562,0.0522316666666667,0.0873475,0.327956198347107,0.231738016528926,0.28933328100471,0.0441086477987421,0.0805569182389937,0.331900784929356,0.181756200941915,0.0621912969565908,0.00839449736623617,0.0101959254856014,0.0339754084082581,0.030387979379907,0.0341755468951383,0.0106991188547434,0.0124809581885192,0.0320077865117357,0.0385459853734088,0.048008475548781,0.0112926464013135,0.0132393160509068,0.0342093527478524,0.0514835997449647,0.0891657300348388,0.0136612033247042,0.0140180142572384,0.0508414474853125,0.0570760166729876,5442873.97799578,6180481.27802371,5812.18571428571,2277.43333333333,2574.12,1464.91484572374,811.50567534087,1237.84720642298
"1354",655,"655_A12","A",14,27,13,17.5,20.8,5.8,5.1,4039,1.32,24.1,13.3,36.1,"3","3","clase 5",NA,"3.3",72.2517013549805,139508.28125,60.0016899108887,-0.185036569833755,4.77078771591187,0.130833178758621,13.0731315612793,-0.576499938964844,0.103448279201984,1,296.451946697404,7.48424528402884,3131.59722222222,2109.83854590403,0.407211111111111,0.0299992063492064,0.071781746031746,0.377613492063492,0.116670634920635,0.210110071942446,0.0501131386861314,0.0831474820143885,0.275118571428571,0.182476811594203,0.252471900826446,0.0548123966942149,0.0897355371900826,0.31779173553719,0.232412396694215,0.280219092331768,0.0461675039246468,0.0830636932707355,0.320950470219436,0.180715227629513,0.0720186167289789,0.0104251886968572,0.0141551652808077,0.0405494095703986,0.0347902585617533,0.0410833622217567,0.0116311436486793,0.0165486604866877,0.0467610835331721,0.0372447895534926,0.0592372900898588,0.0148293266325432,0.0189977580234446,0.0507210386768924,0.062994997910215,0.0950285022997395,0.0159761771020963,0.0192604097035774,0.0637260149709674,0.0622988862662797,5434217.37800324,6169888.47802264,5671.73928571429,1883.91111111111,2314.88,1751.85145145781,692.229311836034,1630.86137353737
"1355",655,"655_A11","A",0,14,14,19.3,23.2,5.7,5,2851,1.91,22.2,14.8,36.9,"3","3","clase 5",NA,"3.3",72.2517013549805,139508.28125,60.0016899108887,-0.185036569833755,4.77078771591187,0.130833178758621,13.0731315612793,-0.576499938964844,0.103448279201984,1,296.451946697404,7.48424528402884,3131.59722222222,2109.83854590403,0.407211111111111,0.0299992063492064,0.071781746031746,0.377613492063492,0.116670634920635,0.210110071942446,0.0501131386861314,0.0831474820143885,0.275118571428571,0.182476811594203,0.252471900826446,0.0548123966942149,0.0897355371900826,0.31779173553719,0.232412396694215,0.280219092331768,0.0461675039246468,0.0830636932707355,0.320950470219436,0.180715227629513,0.0720186167289789,0.0104251886968572,0.0141551652808077,0.0405494095703986,0.0347902585617533,0.0410833622217567,0.0116311436486793,0.0165486604866877,0.0467610835331721,0.0372447895534926,0.0592372900898588,0.0148293266325432,0.0189977580234446,0.0507210386768924,0.062994997910215,0.0950285022997395,0.0159761771020963,0.0192604097035774,0.0637260149709674,0.0622988862662797,5434217.37800324,6169888.47802264,5671.73928571429,1883.91111111111,2314.88,1751.85145145781,692.229311836034,1630.86137353737
"1356",655,"655_B22","B",43,62,19,16.5,18.7,6.2,4.9,4752,0.3,24.2,9.5,40.2,"3","3","clase 5",NA,"3.3",72.2517013549805,139508.28125,60.0016899108887,-0.185036569833755,4.77078771591187,0.130833178758621,13.0731315612793,-0.576499938964844,0.103448279201984,1,296.451946697404,7.48424528402884,3131.59722222222,2109.83854590403,0.407211111111111,0.0299992063492064,0.071781746031746,0.377613492063492,0.116670634920635,0.210110071942446,0.0501131386861314,0.0831474820143885,0.275118571428571,0.182476811594203,0.252471900826446,0.0548123966942149,0.0897355371900826,0.31779173553719,0.232412396694215,0.280219092331768,0.0461675039246468,0.0830636932707355,0.320950470219436,0.180715227629513,0.0720186167289789,0.0104251886968572,0.0141551652808077,0.0405494095703986,0.0347902585617533,0.0410833622217567,0.0116311436486793,0.0165486604866877,0.0467610835331721,0.0372447895534926,0.0592372900898588,0.0148293266325432,0.0189977580234446,0.0507210386768924,0.062994997910215,0.0950285022997395,0.0159761771020963,0.0192604097035774,0.0637260149709674,0.0622988862662797,5434217.37800324,6169888.47802264,5671.73928571429,1883.91111111111,2314.88,1751.85145145781,692.229311836034,1630.86137353737
"1357",655,"655_B21","B",27,43,16,17,19.5,6.1,5,4324,0.66,27.2,10.8,38.1,"3","3","clase 5",NA,"3.3",72.2517013549805,139508.28125,60.0016899108887,-0.185036569833755,4.77078771591187,0.130833178758621,13.0731315612793,-0.576499938964844,0.103448279201984,1,296.451946697404,7.48424528402884,3131.59722222222,2109.83854590403,0.407211111111111,0.0299992063492064,0.071781746031746,0.377613492063492,0.116670634920635,0.210110071942446,0.0501131386861314,0.0831474820143885,0.275118571428571,0.182476811594203,0.252471900826446,0.0548123966942149,0.0897355371900826,0.31779173553719,0.232412396694215,0.280219092331768,0.0461675039246468,0.0830636932707355,0.320950470219436,0.180715227629513,0.0720186167289789,0.0104251886968572,0.0141551652808077,0.0405494095703986,0.0347902585617533,0.0410833622217567,0.0116311436486793,0.0165486604866877,0.0467610835331721,0.0372447895534926,0.0592372900898588,0.0148293266325432,0.0189977580234446,0.0507210386768924,0.062994997910215,0.0950285022997395,0.0159761771020963,0.0192604097035774,0.0637260149709674,0.0622988862662797,5434217.37800324,6169888.47802264,5671.73928571429,1883.91111111111,2314.88,1751.85145145781,692.229311836034,1630.86137353737
"1358",655,"655_B3","BC",62,115,53,14.3,16,6.5,5,5132,0.2,17.5,21.1,46.8,"3","3","clase 5",NA,"3.3",72.2517013549805,139508.28125,60.0016899108887,-0.185036569833755,4.77078771591187,0.130833178758621,13.0731315612793,-0.576499938964844,0.103448279201984,1,296.451946697404,7.48424528402884,3131.59722222222,2109.83854590403,0.407211111111111,0.0299992063492064,0.071781746031746,0.377613492063492,0.116670634920635,0.210110071942446,0.0501131386861314,0.0831474820143885,0.275118571428571,0.182476811594203,0.252471900826446,0.0548123966942149,0.0897355371900826,0.31779173553719,0.232412396694215,0.280219092331768,0.0461675039246468,0.0830636932707355,0.320950470219436,0.180715227629513,0.0720186167289789,0.0104251886968572,0.0141551652808077,0.0405494095703986,0.0347902585617533,0.0410833622217567,0.0116311436486793,0.0165486604866877,0.0467610835331721,0.0372447895534926,0.0592372900898588,0.0148293266325432,0.0189977580234446,0.0507210386768924,0.062994997910215,0.0950285022997395,0.0159761771020963,0.0192604097035774,0.0637260149709674,0.0622988862662797,5434217.37800324,6169888.47802264,5671.73928571429,1883.91111111111,2314.88,1751.85145145781,692.229311836034,1630.86137353737
"1359",655,"655_C","C",115,135,20,13.8,15.5,6.9,5.2,7366,0.06,9,13,47,"3","3","clase 5",NA,"3.3",72.2517013549805,139508.28125,60.0016899108887,-0.185036569833755,4.77078771591187,0.130833178758621,13.0731315612793,-0.576499938964844,0.103448279201984,1,296.451946697404,7.48424528402884,3131.59722222222,2109.83854590403,0.407211111111111,0.0299992063492064,0.071781746031746,0.377613492063492,0.116670634920635,0.210110071942446,0.0501131386861314,0.0831474820143885,0.275118571428571,0.182476811594203,0.252471900826446,0.0548123966942149,0.0897355371900826,0.31779173553719,0.232412396694215,0.280219092331768,0.0461675039246468,0.0830636932707355,0.320950470219436,0.180715227629513,0.0720186167289789,0.0104251886968572,0.0141551652808077,0.0405494095703986,0.0347902585617533,0.0410833622217567,0.0116311436486793,0.0165486604866877,0.0467610835331721,0.0372447895534926,0.0592372900898588,0.0148293266325432,0.0189977580234446,0.0507210386768924,0.062994997910215,0.0950285022997395,0.0159761771020963,0.0192604097035774,0.0637260149709674,0.0622988862662797,5434217.37800324,6169888.47802264,5671.73928571429,1883.91111111111,2314.88,1751.85145145781,692.229311836034,1630.86137353737
"1360",656,"656_A1","A",0,21,21,19.5,24,5.6,5.1,2946,1.89,24.5,18.1,31.5,"3","2","clase 4",NA,"3.2",70.7210922241211,126652.7890625,0,-6.19449710845947,7.10075950622559,0.0643375143408775,16.0312061309814,0.0324935913085938,1.24137926101685,1,296.250014112694,7.57644069378969,3522.34027777778,1112.47839085288,0.399761111111111,0.0284833333333333,0.068881746031746,0.3766904,0.122497619047619,0.216174820143885,0.0410347826086957,0.0745208633093525,0.272244202898551,0.149702898550725,0.242581818181818,0.0449776859504132,0.0783884297520661,0.301374380165289,0.194911570247934,0.277091849529781,0.0393984301412873,0.0754103448275862,0.313278459119497,0.157455729984301,0.0759556364962835,0.0095791836812956,0.0117141241297412,0.0401815645900359,0.0343272031235537,0.0382216402273675,0.0103797082513457,0.0148725185474737,0.0378978034494652,0.0342501658412075,0.0377083390423568,0.0113509873843887,0.0134059202722942,0.0345646267372816,0.0549616960407923,0.0874817346947813,0.0122032201667154,0.0144509711734468,0.0564586584850978,0.0494897345239165,5447067.77799809,6175594.37802368,5569.84404761905,2714.01111111111,2962.56,1393.58399820366,697.029499719141,935.4116004978
"1361",656,"656_B2","B",47,89,42,24.7,27.3,6.5,5,2756,0.33,32.6,15.4,29.8,"3","2","clase 4",NA,"3.2",70.7210922241211,126652.7890625,0,-6.19449710845947,7.10075950622559,0.0643375143408775,16.0312061309814,0.0324935913085938,1.24137926101685,1,296.250014112694,7.57644069378969,3522.34027777778,1112.47839085288,0.399761111111111,0.0284833333333333,0.068881746031746,0.3766904,0.122497619047619,0.216174820143885,0.0410347826086957,0.0745208633093525,0.272244202898551,0.149702898550725,0.242581818181818,0.0449776859504132,0.0783884297520661,0.301374380165289,0.194911570247934,0.277091849529781,0.0393984301412873,0.0754103448275862,0.313278459119497,0.157455729984301,0.0759556364962835,0.0095791836812956,0.0117141241297412,0.0401815645900359,0.0343272031235537,0.0382216402273675,0.0103797082513457,0.0148725185474737,0.0378978034494652,0.0342501658412075,0.0377083390423568,0.0113509873843887,0.0134059202722942,0.0345646267372816,0.0549616960407923,0.0874817346947813,0.0122032201667154,0.0144509711734468,0.0564586584850978,0.0494897345239165,5447067.77799809,6175594.37802368,5569.84404761905,2714.01111111111,2962.56,1393.58399820366,697.029499719141,935.4116004978
"1362",656,"656_B3","BC",89,140,51,18.6,20.2,7,5.2,4085,0.16,25.8,14.5,36,"3","2","clase 4",NA,"3.2",70.7210922241211,126652.7890625,0,-6.19449710845947,7.10075950622559,0.0643375143408775,16.0312061309814,0.0324935913085938,1.24137926101685,1,296.250014112694,7.57644069378969,3522.34027777778,1112.47839085288,0.399761111111111,0.0284833333333333,0.068881746031746,0.3766904,0.122497619047619,0.216174820143885,0.0410347826086957,0.0745208633093525,0.272244202898551,0.149702898550725,0.242581818181818,0.0449776859504132,0.0783884297520661,0.301374380165289,0.194911570247934,0.277091849529781,0.0393984301412873,0.0754103448275862,0.313278459119497,0.157455729984301,0.0759556364962835,0.0095791836812956,0.0117141241297412,0.0401815645900359,0.0343272031235537,0.0382216402273675,0.0103797082513457,0.0148725185474737,0.0378978034494652,0.0342501658412075,0.0377083390423568,0.0113509873843887,0.0134059202722942,0.0345646267372816,0.0549616960407923,0.0874817346947813,0.0122032201667154,0.0144509711734468,0.0564586584850978,0.0494897345239165,5447067.77799809,6175594.37802368,5569.84404761905,2714.01111111111,2962.56,1393.58399820366,697.029499719141,935.4116004978
"1363",656,"656_C1","C",140,170,30,16.4,15.1,8.1,6.6,4227,0.08,21.8,20.3,20.6,"3","2","clase 4",NA,"3.2",70.7210922241211,126652.7890625,0,-6.19449710845947,7.10075950622559,0.0643375143408775,16.0312061309814,0.0324935913085938,1.24137926101685,1,296.250014112694,7.57644069378969,3522.34027777778,1112.47839085288,0.399761111111111,0.0284833333333333,0.068881746031746,0.3766904,0.122497619047619,0.216174820143885,0.0410347826086957,0.0745208633093525,0.272244202898551,0.149702898550725,0.242581818181818,0.0449776859504132,0.0783884297520661,0.301374380165289,0.194911570247934,0.277091849529781,0.0393984301412873,0.0754103448275862,0.313278459119497,0.157455729984301,0.0759556364962835,0.0095791836812956,0.0117141241297412,0.0401815645900359,0.0343272031235537,0.0382216402273675,0.0103797082513457,0.0148725185474737,0.0378978034494652,0.0342501658412075,0.0377083390423568,0.0113509873843887,0.0134059202722942,0.0345646267372816,0.0549616960407923,0.0874817346947813,0.0122032201667154,0.0144509711734468,0.0564586584850978,0.0494897345239165,5447067.77799809,6175594.37802368,5569.84404761905,2714.01111111111,2962.56,1393.58399820366,697.029499719141,935.4116004978
"1364",656,"656_C2ca","C",170,190,20,NA,16.5,8.6,7.4,3422,0.06,7.2,16.4,27.3,"3","2","clase 4",NA,"3.2",70.7210922241211,126652.7890625,0,-6.19449710845947,7.10075950622559,0.0643375143408775,16.0312061309814,0.0324935913085938,1.24137926101685,1,296.250014112694,7.57644069378969,3522.34027777778,1112.47839085288,0.399761111111111,0.0284833333333333,0.068881746031746,0.3766904,0.122497619047619,0.216174820143885,0.0410347826086957,0.0745208633093525,0.272244202898551,0.149702898550725,0.242581818181818,0.0449776859504132,0.0783884297520661,0.301374380165289,0.194911570247934,0.277091849529781,0.0393984301412873,0.0754103448275862,0.313278459119497,0.157455729984301,0.0759556364962835,0.0095791836812956,0.0117141241297412,0.0401815645900359,0.0343272031235537,0.0382216402273675,0.0103797082513457,0.0148725185474737,0.0378978034494652,0.0342501658412075,0.0377083390423568,0.0113509873843887,0.0134059202722942,0.0345646267372816,0.0549616960407923,0.0874817346947813,0.0122032201667154,0.0144509711734468,0.0564586584850978,0.0494897345239165,5447067.77799809,6175594.37802368,5569.84404761905,2714.01111111111,2962.56,1393.58399820366,697.029499719141,935.4116004978
"1365",656,"656_A21","E",21,31,10,14.8,17.6,5.8,5,3327,0.82,21.9,18.3,31.3,"3","2","clase 4",NA,"3.2",70.7210922241211,126652.7890625,0,-6.19449710845947,7.10075950622559,0.0643375143408775,16.0312061309814,0.0324935913085938,1.24137926101685,1,296.250014112694,7.57644069378969,3522.34027777778,1112.47839085288,0.399761111111111,0.0284833333333333,0.068881746031746,0.3766904,0.122497619047619,0.216174820143885,0.0410347826086957,0.0745208633093525,0.272244202898551,0.149702898550725,0.242581818181818,0.0449776859504132,0.0783884297520661,0.301374380165289,0.194911570247934,0.277091849529781,0.0393984301412873,0.0754103448275862,0.313278459119497,0.157455729984301,0.0759556364962835,0.0095791836812956,0.0117141241297412,0.0401815645900359,0.0343272031235537,0.0382216402273675,0.0103797082513457,0.0148725185474737,0.0378978034494652,0.0342501658412075,0.0377083390423568,0.0113509873843887,0.0134059202722942,0.0345646267372816,0.0549616960407923,0.0874817346947813,0.0122032201667154,0.0144509711734468,0.0564586584850978,0.0494897345239165,5447067.77799809,6175594.37802368,5569.84404761905,2714.01111111111,2962.56,1393.58399820366,697.029499719141,935.4116004978
"1366",656,"656_A22","E",31,47,16,14.2,16.5,6.2,5,4752,0.39,22.9,15.3,32.8,"3","2","clase 4",NA,"3.2",70.7210922241211,126652.7890625,0,-6.19449710845947,7.10075950622559,0.0643375143408775,16.0312061309814,0.0324935913085938,1.24137926101685,1,296.250014112694,7.57644069378969,3522.34027777778,1112.47839085288,0.399761111111111,0.0284833333333333,0.068881746031746,0.3766904,0.122497619047619,0.216174820143885,0.0410347826086957,0.0745208633093525,0.272244202898551,0.149702898550725,0.242581818181818,0.0449776859504132,0.0783884297520661,0.301374380165289,0.194911570247934,0.277091849529781,0.0393984301412873,0.0754103448275862,0.313278459119497,0.157455729984301,0.0759556364962835,0.0095791836812956,0.0117141241297412,0.0401815645900359,0.0343272031235537,0.0382216402273675,0.0103797082513457,0.0148725185474737,0.0378978034494652,0.0342501658412075,0.0377083390423568,0.0113509873843887,0.0134059202722942,0.0345646267372816,0.0549616960407923,0.0874817346947813,0.0122032201667154,0.0144509711734468,0.0564586584850978,0.0494897345239165,5447067.77799809,6175594.37802368,5569.84404761905,2714.01111111111,2962.56,1393.58399820366,697.029499719141,935.4116004978
"1367",657,"657_A12","A",14,25,11,17,20.8,5.7,4.9,4790,1.57,23.3,18.1,20.6,"3","4","clase 5",NA,"3.4",59.9453125,97193.4453125,150.00422668457,-17.2129249572754,0.9233238697052,0.554791569709778,10.6918792724609,4.74949645996094,0,1,296.663235832663,8.00114018233852,3515.04166666667,1902.8906236367,0.417029365079365,0.0287928571428571,0.0675769841269841,0.38693253968254,0.121210317460317,0.213429787234043,0.0410070422535211,0.0738647887323944,0.256645390070922,0.159146808510638,0.251368595041322,0.0503694214876033,0.0843438016528926,0.301890909090909,0.227463636363636,0.28211234375,0.0425098283931357,0.0787154446177847,0.3133903125,0.17649734375,0.0866185920619451,0.0126624685022877,0.0161617878352534,0.0447943011185398,0.0433761350594819,0.0326793791353002,0.0077589540850978,0.00887368567579334,0.0270391184217483,0.0275780724313241,0.0473058013233364,0.0103964083780186,0.0115358635897071,0.0296939584203027,0.0559164719321001,0.0917789998216899,0.0134780590266831,0.0155519862627276,0.0599429355650759,0.0595836895880137,5467681.87799755,6196640.87801935,6161.03928571429,2792.52222222222,2876.04,1818.36723281936,826.212641751404,1370.68638665441
"1368",657,"657_A11","A",0,14,14,14.2,20.5,5.5,4.7,2177,1.92,18.7,18.9,21,"3","4","clase 5",NA,"3.4",59.9453125,97193.4453125,150.00422668457,-17.2129249572754,0.9233238697052,0.554791569709778,10.6918792724609,4.74949645996094,0,1,296.663235832663,8.00114018233852,3515.04166666667,1902.8906236367,0.417029365079365,0.0287928571428571,0.0675769841269841,0.38693253968254,0.121210317460317,0.213429787234043,0.0410070422535211,0.0738647887323944,0.256645390070922,0.159146808510638,0.251368595041322,0.0503694214876033,0.0843438016528926,0.301890909090909,0.227463636363636,0.28211234375,0.0425098283931357,0.0787154446177847,0.3133903125,0.17649734375,0.0866185920619451,0.0126624685022877,0.0161617878352534,0.0447943011185398,0.0433761350594819,0.0326793791353002,0.0077589540850978,0.00887368567579334,0.0270391184217483,0.0275780724313241,0.0473058013233364,0.0103964083780186,0.0115358635897071,0.0296939584203027,0.0559164719321001,0.0917789998216899,0.0134780590266831,0.0155519862627276,0.0599429355650759,0.0595836895880137,5467681.87799755,6196640.87801935,6161.03928571429,2792.52222222222,2876.04,1818.36723281936,826.212641751404,1370.68638665441
"1369",657,"657_A3","AB.BA",25,38,13,16.7,19.6,6.2,5.2,4790,0.81,23,23.4,21,"3","4","clase 5",NA,"3.4",59.9453125,97193.4453125,150.00422668457,-17.2129249572754,0.9233238697052,0.554791569709778,10.6918792724609,4.74949645996094,0,1,296.663235832663,8.00114018233852,3515.04166666667,1902.8906236367,0.417029365079365,0.0287928571428571,0.0675769841269841,0.38693253968254,0.121210317460317,0.213429787234043,0.0410070422535211,0.0738647887323944,0.256645390070922,0.159146808510638,0.251368595041322,0.0503694214876033,0.0843438016528926,0.301890909090909,0.227463636363636,0.28211234375,0.0425098283931357,0.0787154446177847,0.3133903125,0.17649734375,0.0866185920619451,0.0126624685022877,0.0161617878352534,0.0447943011185398,0.0433761350594819,0.0326793791353002,0.0077589540850978,0.00887368567579334,0.0270391184217483,0.0275780724313241,0.0473058013233364,0.0103964083780186,0.0115358635897071,0.0296939584203027,0.0559164719321001,0.0917789998216899,0.0134780590266831,0.0155519862627276,0.0599429355650759,0.0595836895880137,5467681.87799755,6196640.87801935,6161.03928571429,2792.52222222222,2876.04,1818.36723281936,826.212641751404,1370.68638665441
"1370",657,"657_B2","B",38,100,62,21.1,23.7,6.7,5.2,2664,0.36,33.2,14.7,22.4,"3","4","clase 5",NA,"3.4",59.9453125,97193.4453125,150.00422668457,-17.2129249572754,0.9233238697052,0.554791569709778,10.6918792724609,4.74949645996094,0,1,296.663235832663,8.00114018233852,3515.04166666667,1902.8906236367,0.417029365079365,0.0287928571428571,0.0675769841269841,0.38693253968254,0.121210317460317,0.213429787234043,0.0410070422535211,0.0738647887323944,0.256645390070922,0.159146808510638,0.251368595041322,0.0503694214876033,0.0843438016528926,0.301890909090909,0.227463636363636,0.28211234375,0.0425098283931357,0.0787154446177847,0.3133903125,0.17649734375,0.0866185920619451,0.0126624685022877,0.0161617878352534,0.0447943011185398,0.0433761350594819,0.0326793791353002,0.0077589540850978,0.00887368567579334,0.0270391184217483,0.0275780724313241,0.0473058013233364,0.0103964083780186,0.0115358635897071,0.0296939584203027,0.0559164719321001,0.0917789998216899,0.0134780590266831,0.0155519862627276,0.0599429355650759,0.0595836895880137,5467681.87799755,6196640.87801935,6161.03928571429,2792.52222222222,2876.04,1818.36723281936,826.212641751404,1370.68638665441
"1371",657,"657_B32","BC",126,170,44,20.9,22.6,7.1,5.5,2525,0.16,16.1,23.4,28.1,"3","4","clase 5",NA,"3.4",59.9453125,97193.4453125,150.00422668457,-17.2129249572754,0.9233238697052,0.554791569709778,10.6918792724609,4.74949645996094,0,1,296.663235832663,8.00114018233852,3515.04166666667,1902.8906236367,0.417029365079365,0.0287928571428571,0.0675769841269841,0.38693253968254,0.121210317460317,0.213429787234043,0.0410070422535211,0.0738647887323944,0.256645390070922,0.159146808510638,0.251368595041322,0.0503694214876033,0.0843438016528926,0.301890909090909,0.227463636363636,0.28211234375,0.0425098283931357,0.0787154446177847,0.3133903125,0.17649734375,0.0866185920619451,0.0126624685022877,0.0161617878352534,0.0447943011185398,0.0433761350594819,0.0326793791353002,0.0077589540850978,0.00887368567579334,0.0270391184217483,0.0275780724313241,0.0473058013233364,0.0103964083780186,0.0115358635897071,0.0296939584203027,0.0559164719321001,0.0917789998216899,0.0134780590266831,0.0155519862627276,0.0599429355650759,0.0595836895880137,5467681.87799755,6196640.87801935,6161.03928571429,2792.52222222222,2876.04,1818.36723281936,826.212641751404,1370.68638665441
