"","mukey","musym","comppct_r","hzname","hzdept_r","hzdepb_r","claytotal_r","om_r","cec7_r"
"2352",1699464,2115,99,"C2",102,152,6.5,0.25,5.5
"2353",1699464,2115,1,"A",0,203,NA,NA,NA
"2354",1151123,2116,60,"A",0,23,6,0.75,4
"2355",1151123,2116,60,"AC",23,46,6.5,0.5,3.5
"2356",1151123,2116,60,"C",46,183,5,0.25,3.5
"2357",1151123,2116,40,"A",0,15,11,1,6.5
"2358",1151123,2116,40,"C",15,97,11,0.5,5.5
"2359",1151123,2116,40,"2C",97,183,3,0.25,1.5
"2360",1692254,2117,100,"Ap",0,46,2.5,1.5,3
"2361",1692254,2117,100,"C",46,203,14,0.5,11
"2362",2605649,2117,50,"A",0,18,7,0.8,5.6
"2363",2605649,2117,50,"C1",18,80,5,0.3,3.9
"2364",2605649,2117,50,"C2",80,200,2,0.1,1.6
"2365",2605649,2117,40,"A",0,18,12,1,10.5
"2366",2605649,2117,40,"C1",18,110,8,0.2,6.8
"2367",2605649,2117,40,"2C2",110,200,4,0.1,3.6
"2368",2605649,2117,10,"A",0,30,8,1,7.3
"2369",2605649,2117,10,"C1",30,155,8,0.3,6.9
"2370",2605649,2117,10,"C2",155,200,4,0.1,3.6
"2371",2605649,2117,0,"H1",0,18,20,1,15.9
"2372",2605649,2117,0,"H2",18,110,8,0.2,5.8
"2373",2605649,2117,0,"H3",110,200,4,0.1,3.1
"2374",2605731,2117,50,"A",0,18,7,0.8,5.6
"2375",2605731,2117,50,"C1",18,80,5,0.3,3.9
"2376",2605731,2117,50,"C2",80,200,2,0.1,1.6
"2377",2605731,2117,40,"A",0,18,12,1,10.5
"2378",2605731,2117,40,"C1",18,110,8,0.2,6.8
"2379",2605731,2117,40,"2C2",110,200,4,0.1,3.6
"2380",2605731,2117,10,"A",0,30,8,1,7.3
"2381",2605731,2117,10,"C1",30,155,8,0.3,6.9
"2382",2605731,2117,10,"C2",155,200,4,0.1,3.6
"2383",2605731,2117,0,"H1",0,18,20,1,15.9
"2384",2605731,2117,0,"H2",18,110,8,0.2,5.8
"2385",2605731,2117,0,"H3",110,200,4,0.1,3.1
"2386",2605747,2117,50,"A",0,18,7,0.8,5.6
"2387",2605747,2117,50,"C1",18,80,5,0.3,3.9
"2388",2605747,2117,50,"C2",80,200,2,0.1,1.6
"2389",2605747,2117,40,"A",0,18,12,1,10.5
"2390",2605747,2117,40,"C1",18,110,8,0.2,6.8
"2391",2605747,2117,40,"2C2",110,200,4,0.1,3.6
"2392",2605747,2117,10,"A",0,30,8,1,7.3
"2393",2605747,2117,10,"C1",30,155,8,0.3,6.9
"2394",2605747,2117,10,"C2",155,200,4,0.1,3.6
"2395",2605747,2117,0,"H1",0,18,20,1,15.9
"2396",2605747,2117,0,"H2",18,110,8,0.2,5.8
"2397",2605747,2117,0,"H3",110,200,4,0.1,3.1
"2398",1380129,2152,100,"A",0,25,31.5,2,17
"2399",1380129,2152,100,"C",25,69,27.5,0.5,14
"2400",1380129,2152,100,"2C",69,152,4.5,0.2,2.5
"2401",1380129,2152,0,"H1",0,152,NA,NA,NA
"2402",1382222,2176,100,"Ap",0,30,17.5,3,10.5
"2403",1382222,2176,100,"C",30,152,14,1.5,7.5
"2404",1382222,2176,0,"H1",0,152,NA,NA,NA
"2405",1429193,2176,100,"Ap",0,30,17.5,3,10.5
"2406",1429193,2176,100,"C",30,152,14,1.5,7.5
"2407",1429193,2176,0,"H1",0,152,NA,NA,NA
"2408",1692255,2176,100,"Ap",0,25,17.5,3,16
"2409",1692255,2176,100,"C",25,152,14,0.5,10.5
"2410",1699436,2176,99,"Ak",0,41,17.5,3,16
"2411",1699436,2176,99,"Ck",41,152,14,0.5,10.5
"2412",1699436,2176,1,"A",0,203,NA,NA,NA
"2413",1150002,2177,100,"A",0,36,17.5,2,10.5
"2414",1150002,2177,100,"C",36,152,14,0.5,7.5
"2415",1150002,2177,0,"H1",0,152,NA,NA,NA
"2416",1150579,2177,100,"A",0,36,17.5,2,10.5
"2417",1150579,2177,100,"C",36,152,14,0.5,7.5
"2418",1150579,2177,0,"H1",0,152,NA,NA,NA
"2419",1150765,2177,100,"A",0,36,17.5,2,10.5
"2420",1150765,2177,100,"C",36,152,14,0.5,7.5
"2421",1150765,2177,0,"H1",0,152,NA,NA,NA
"2422",1150864,2177,100,"A",0,36,17.5,2,10.5
"2423",1150864,2177,100,"C",36,152,14,0.5,7.5
"2424",1150864,2177,0,"H1",0,152,NA,NA,NA
"2425",1151019,2177,100,"A",0,36,17.5,2,15.5
"2426",1151019,2177,100,"C",36,152,14,0.25,9.8
"2427",1151019,2177,0,"H1",0,152,NA,NA,NA
"2428",1381985,2177,100,"A",0,36,17.5,2,15.5
"2429",1381985,2177,100,"C",36,152,14,0.25,9.8
"2430",1381985,2177,0,"H1",0,152,NA,NA,NA
"2431",1382181,2177,100,"H1",0,43,17.5,3,10.5
"2432",1382181,2177,100,"H2",43,152,14,0.75,7.5
"2433",1382181,2177,0,"H1",0,152,NA,NA,NA
"2434",1382181,2177,NA,"H1",0,46,45,3,26
"2435",1382181,2177,NA,"H2",46,152,48,1.5,25
"2436",1387159,2177,86,"A",0,41,16,2,12
"2437",1387159,2177,86,"AC",41,64,16,1,12
"2438",1387159,2177,86,"C",64,152,14,0.5,10
"2439",1387159,2177,10,"Ap",0,18,19,1.73,14.2
"2440",1387159,2177,10,"A1",18,36,13,1.39,10.7
"2441",1387159,2177,10,"A2",36,48,10,0.89,12
"2442",1387159,2177,10,"C1",48,66,8,0.19,7
"2443",1387159,2177,10,"C2",66,152,8,0.09,4
"2444",1387159,2177,3,"Ap",0,15,22.5,3,15
"2445",1387159,2177,3,"A",15,36,34,1.25,23.1
"2446",1387159,2177,3,"AC",36,76,39,0.75,26.6
"2447",1387159,2177,3,"2C",76,183,17,0.5,10
"2448",1387159,2177,1,"Ap",0,20,47,3,37
"2449",1387159,2177,1,"A",20,48,47,3,37
"2450",1387159,2177,1,"Bg1",48,91,50,1.5,39.3
"2451",1387159,2177,1,"Bg2",91,127,50,1.5,39.3
"2452",1387159,2177,1,"Bg3",127,152,50,1.5,39.3
"2453",1387159,2177,0,"H1",0,152,NA,NA,NA
"2454",1454524,2177,88,"A",0,25,17,2,15.5
"2455",1454524,2177,88,"AC",25,43,17,1,14.3
"2456",1454524,2177,88,"C1",43,66,17,0.75,13.9
"2457",1454524,2177,88,"C2",66,152,14,0.5,9.8
"2458",1454524,2177,5,"Ap",0,18,36,3,33.6
"2459",1454524,2177,5,"Ap",0,18,22.5,3,19.8
"2460",1454524,2177,5,"A1",18,56,36,3,33.6
"2461",1454524,2177,5,"A",18,56,22.5,3,19.8
"2462",1454524,2177,5,"A2",56,92,47,2,37
"2463",1454524,2177,5,"Bw1",56,92,26.5,2,21.5
"2464",1454524,2177,5,"AC",92,117,47,1.5,33.6
"2465",1454524,2177,5,"Bw2",92,127,26.5,2,21.5
"2466",1454524,2177,5,"C",117,152,36,0.5,18.6
"2467",1454524,2177,5,"C",127,152,26.5,0.25,17.8
"2468",1454524,2177,1,"H1",0,152,NA,NA,NA
"2469",1454524,2177,1,"Ap",0,25,47,3,35.3
"2470",1454524,2177,1,"Bg1",25,58,50,1.5,34.3
"2471",1454524,2177,1,"Bg2",58,114,50,1.5,34.3
"2472",1454524,2177,1,"Cg",114,152,50,0.5,32.2
"2473",1699257,2177,98,"Ak",0,30,17.5,3,16
"2474",1699257,2177,98,"ACk",30,91,14,0.5,10.5
"2475",1699257,2177,98,"Ck1",91,135,14,0.5,10.5
"2476",1699257,2177,98,"Ck2",135,152,2.5,0.25,2
"2477",1699257,2177,2,"A",0,51,14,5,15
"2478",1699257,2177,2,"2Cg",51,152,13,0.75,10
"2479",1699417,2177,100,"Ak",0,28,21,3,17
"2480",1699417,2177,100,"Ck",28,152,14,0.5,10.5
"2481",2219096,2177,100,"Ak",0,28,21,3,17
"2482",2219096,2177,100,"Ck",28,152,14,0.5,10.5
"2483",2219752,2177,98,"Ak",0,30,17.5,3,16
"2484",2219752,2177,98,"ACk",30,91,14,0.5,10.5
"2485",2219752,2177,98,"Ck1",91,135,14,0.5,10.5
"2486",2219752,2177,98,"Ck2",135,152,2.5,0.25,2
"2487",2219752,2177,2,"A",0,51,14,5,15
"2488",2219752,2177,2,"2Cg",51,152,13,0.75,10
"2489",2228851,2177,100,"Ak",0,28,21,3,17
"2490",2228851,2177,100,"Ck",28,152,14,0.5,10.5
"2491",1382224,2178,100,"Ap",0,38,33.5,2,18.5
"2492",1382224,2178,100,"AC",38,74,38,1,26
"2493",1382224,2178,100,"C",74,152,16,0.5,8
"2494",1382224,2178,0,"H1",0,152,NA,NA,NA
"2495",1382138,2179,100,"A",0,41,17.5,3,16.2
"2496",1382138,2179,100,"C",41,152,14,0.75,11.7
"2497",1382138,2179,0,"H1",0,152,NA,NA,NA
"2498",1382183,2179,100,"A",0,41,17.5,3,16.2
"2499",1382183,2179,100,"C",41,152,14,0.75,11.7
"2500",1382183,2179,0,"H1",0,152,NA,NA,NA
"2501",1151021,2180,60,"A",0,25,17.5,2,10.5
"2502",1151021,2180,60,"C",25,183,14,0.5,7.5
"2503",1151021,2180,40,"A",0,15,11,1,6.5
"2504",1151021,2180,40,"C",15,97,11,0.5,5.5
"2505",1151021,2180,40,"2C",97,183,3,0.25,1.5
"2506",1151125,2180,60,"A",0,25,17.5,2,10.5
"2507",1151125,2180,60,"C",25,183,14,0.5,7.5
"2508",1151125,2180,40,"A",0,15,11,1,6.5
"2509",1151125,2180,40,"C",15,97,11,0.5,5.5
"2510",1151125,2180,40,"2C",97,183,3,0.25,1.5
"2511",1387160,2181,68,"A",0,30,16,2,12
"2512",1387160,2181,68,"AC",30,59,16,1,12
"2513",1387160,2181,68,"C",59,152,14,0.5,10
"2514",1387160,2181,26,"Ap",0,15,22.5,3,15
"2515",1387160,2181,26,"A",15,36,34,1.25,23.1
"2516",1387160,2181,26,"AC",36,76,39,0.75,26.6
"2517",1387160,2181,26,"2C",76,183,17,0.5,10
"2518",1387160,2181,5,"Ap",0,15,47,3,37
"2519",1387160,2181,5,"A1",15,28,47,2.5,37
"2520",1387160,2181,5,"A2",28,53,47,2,37
"2521",1387160,2181,5,"AC",53,76,47,1.5,37
"2522",1387160,2181,5,"C1",76,102,45,0.5,36.5
"2523",1387160,2181,5,"C2",102,152,45,0.4,36.5
"2524",1387160,2181,1,"Ap",0,20,47,3,37
"2525",1387160,2181,1,"A",20,48,47,3,37
"2526",1387160,2181,1,"Bg1",48,91,50,1.5,39.3
"2527",1387160,2181,1,"Bg2",91,127,50,1.5,39.3
"2528",1387160,2181,1,"Bg3",127,152,50,1.5,39.3
"2529",1454525,2181,68,"A",0,30,16,2,12
"2530",1454525,2181,68,"AC",30,59,16,1,12
"2531",1454525,2181,68,"C",59,152,14,0.5,10
"2532",1454525,2181,26,"Ap",0,15,22.5,3,15
"2533",1454525,2181,26,"A",15,36,34,1.25,23.1
"2534",1454525,2181,26,"AC",36,76,39,0.75,26.6
"2535",1454525,2181,26,"2C",76,183,17,0.5,10
"2536",1454525,2181,5,"Ap",0,15,47,3,37
"2537",1454525,2181,5,"A1",15,28,47,2.5,37
"2538",1454525,2181,5,"A2",28,53,47,2,37
"2539",1454525,2181,5,"AC",53,76,47,1.5,37
"2540",1454525,2181,5,"C1",76,102,45,0.5,36.5
"2541",1454525,2181,5,"C2",102,152,45,0.4,36.5
"2542",1454525,2181,1,"Ap",0,20,47,3,37
"2543",1454525,2181,1,"A",20,48,47,3,37
"2544",1454525,2181,1,"Bg1",48,91,50,1.5,39.3
"2545",1454525,2181,1,"Bg2",91,127,50,1.5,39.3
"2546",1454525,2181,1,"Bg3",127,152,50,1.5,39.3
"2547",1150154,2201,100,"A",0,18,11,1,6.5
"2548",1150154,2201,100,"C",18,112,11,0.5,5.5
"2549",1150154,2201,100,"2C",112,152,3,0.25,1.5
"2550",1150154,2201,0,"H1",0,152,NA,NA,NA
"2551",1150974,2201,100,"A",0,18,11,1,6.5
"2552",1150974,2201,100,"C",18,112,11,0.5,5.5
"2553",1150974,2201,100,"2C",112,152,3,0.25,1.5
"2554",1150974,2201,0,"H1",0,152,NA,NA,NA
"2555",1152133,2201,100,"A",0,18,11,1,6.5
"2556",1152133,2201,100,"C",18,112,11,0.5,5.5
"2557",1152133,2201,100,"2C",112,152,3,0.25,1.5
"2558",1152133,2201,0,"H1",0,152,NA,NA,NA
"2559",1150003,2202,90,"Ap",0,16,12,1,9.7
"2560",1150003,2202,90,"AC",16,38,10,0.8,8
"2561",1150003,2202,90,"C",38,86,8,0.5,6.3
"2562",1150003,2202,90,"2C",86,200,3,0.5,2
"2563",1150003,2202,5,"Ap",0,15,15,3,11.1
"2564",1150003,2202,5,"Ap",0,16,23,3,18.9
"2565",1150003,2202,5,"A",15,35,13,2,6.7
"2566",1150003,2202,5,"A",16,54,23,2,18.6
"2567",1150003,2202,5,"AC",35,65,11,0.5,6.4
"2568",1150003,2202,5,"Bk",54,78,25,1,18.8
"2569",1150003,2202,5,"C",65,200,9,0.4,6.2
"2570",1150003,2202,5,"C",78,200,21,0.5,15.4
"2571",1150260,2202,90,"Ap",0,16,12,1,9.7
"2572",1150260,2202,90,"AC",16,38,10,0.8,8
"2573",1150260,2202,90,"C",38,86,8,0.5,6.3
"2574",1150260,2202,90,"2C",86,200,3,0.5,2
"2575",1150260,2202,5,"Ap",0,15,15,3,11.1
"2576",1150260,2202,5,"Ap",0,16,23,3,18.9
"2577",1150260,2202,5,"A",15,35,13,2,6.7
"2578",1150260,2202,5,"A",16,54,23,2,18.6
"2579",1150260,2202,5,"AC",35,65,11,0.5,6.4
"2580",1150260,2202,5,"Bk",54,78,25,1,18.8
"2581",1150260,2202,5,"C",65,200,9,0.4,6.2
"2582",1150260,2202,5,"C",78,200,21,0.5,15.4
"2583",1150581,2202,90,"Ap",0,16,12,1,9.7
"2584",1150581,2202,90,"AC",16,38,10,0.8,8
"2585",1150581,2202,90,"C",38,86,8,0.5,6.3
"2586",1150581,2202,90,"2C",86,200,3,0.5,2
"2587",1150581,2202,5,"Ap",0,15,15,3,11.1
"2588",1150581,2202,5,"Ap",0,16,23,3,18.9
"2589",1150581,2202,5,"A",15,35,13,2,6.7
"2590",1150581,2202,5,"A",16,54,23,2,18.6
"2591",1150581,2202,5,"AC",35,65,11,0.5,6.4
"2592",1150581,2202,5,"Bk",54,78,25,1,18.8
"2593",1150581,2202,5,"C",65,200,9,0.4,6.2
"2594",1150581,2202,5,"C",78,200,21,0.5,15.4
"2595",1150686,2202,90,"Ap",0,16,12,1,9.7
"2596",1150686,2202,90,"AC",16,38,10,0.8,8
"2597",1150686,2202,90,"C",38,86,8,0.5,6.3
"2598",1150686,2202,90,"2C",86,200,3,0.5,2
"2599",1150686,2202,5,"Ap",0,15,15,3,11.1
"2600",1150686,2202,5,"Ap",0,16,23,3,18.9
"2601",1150686,2202,5,"A",15,35,13,2,6.7
"2602",1150686,2202,5,"A",16,54,23,2,18.6
"2603",1150686,2202,5,"AC",35,65,11,0.5,6.4
"2604",1150686,2202,5,"Bk",54,78,25,1,18.8
"2605",1150686,2202,5,"C",65,200,9,0.4,6.2
"2606",1150686,2202,5,"C",78,200,21,0.5,15.4
"2607",1150766,2202,90,"Ap",0,16,12,1,9.7
"2608",1150766,2202,90,"AC",16,38,10,0.8,8
"2609",1150766,2202,90,"C",38,86,8,0.5,6.3
"2610",1150766,2202,90,"2C",86,200,3,0.5,2
"2611",1150766,2202,5,"Ap",0,15,15,3,11.1
"2612",1150766,2202,5,"Ap",0,16,23,3,18.9
"2613",1150766,2202,5,"A",15,35,13,2,6.7
"2614",1150766,2202,5,"A",16,54,23,2,18.6
"2615",1150766,2202,5,"AC",35,65,11,0.5,6.4
"2616",1150766,2202,5,"Bk",54,78,25,1,18.8
"2617",1150766,2202,5,"C",65,200,9,0.4,6.2
"2618",1150766,2202,5,"C",78,200,21,0.5,15.4
"2619",1150809,2202,90,"Ap",0,16,12,1,9.7
"2620",1150809,2202,90,"AC",16,38,10,0.8,8
"2621",1150809,2202,90,"C",38,86,8,0.5,6.3
"2622",1150809,2202,90,"2C",86,200,3,0.5,2
"2623",1150809,2202,5,"Ap",0,15,15,3,11.1
"2624",1150809,2202,5,"Ap",0,16,23,3,18.9
"2625",1150809,2202,5,"A",15,35,13,2,6.7
"2626",1150809,2202,5,"A",16,54,23,2,18.6
"2627",1150809,2202,5,"AC",35,65,11,0.5,6.4
"2628",1150809,2202,5,"Bk",54,78,25,1,18.8
"2629",1150809,2202,5,"C",65,200,9,0.4,6.2
"2630",1150809,2202,5,"C",78,200,21,0.5,15.4
"2631",1150867,2202,90,"Ap",0,16,12,1,9.7
"2632",1150867,2202,90,"AC",16,38,10,0.8,8
"2633",1150867,2202,90,"C",38,86,8,0.5,6.3
"2634",1150867,2202,90,"2C",86,200,3,0.5,2
"2635",1150867,2202,5,"Ap",0,15,15,3,11.1
"2636",1150867,2202,5,"Ap",0,16,23,3,18.9
"2637",1150867,2202,5,"A",15,35,13,2,6.7
"2638",1150867,2202,5,"A",16,54,23,2,18.6
"2639",1150867,2202,5,"AC",35,65,11,0.5,6.4
"2640",1150867,2202,5,"Bk",54,78,25,1,18.8
"2641",1150867,2202,5,"C",65,200,9,0.4,6.2
"2642",1150867,2202,5,"C",78,200,21,0.5,15.4
"2643",1150916,2202,90,"Ap",0,16,12,1,9.7
"2644",1150916,2202,90,"AC",16,38,10,0.8,8
"2645",1150916,2202,90,"C",38,86,8,0.5,6.3
"2646",1150916,2202,90,"2C",86,200,3,0.5,2
"2647",1150916,2202,5,"Ap",0,15,15,3,11.1
"2648",1150916,2202,5,"Ap",0,16,23,3,18.9
"2649",1150916,2202,5,"A",15,35,13,2,6.7
"2650",1150916,2202,5,"A",16,54,23,2,18.6
"2651",1150916,2202,5,"AC",35,65,11,0.5,6.4
"2652",1150916,2202,5,"Bk",54,78,25,1,18.8
"2653",1150916,2202,5,"C",65,200,9,0.4,6.2
"2654",1150916,2202,5,"C",78,200,21,0.5,15.4
"2655",1151126,2202,90,"Ap",0,16,12,1,9.7
"2656",1151126,2202,90,"AC",16,38,10,0.8,8
"2657",1151126,2202,90,"C",38,86,8,0.5,6.3
"2658",1151126,2202,90,"2C",86,200,3,0.5,2
"2659",1151126,2202,5,"Ap",0,15,15,3,11.1
"2660",1151126,2202,5,"Ap",0,16,23,3,18.9
"2661",1151126,2202,5,"A",15,35,13,2,6.7
"2662",1151126,2202,5,"A",16,54,23,2,18.6
"2663",1151126,2202,5,"AC",35,65,11,0.5,6.4
"2664",1151126,2202,5,"Bk",54,78,25,1,18.8
"2665",1151126,2202,5,"C",65,200,9,0.4,6.2
"2666",1151126,2202,5,"C",78,200,21,0.5,15.4
"2667",1452557,2202,90,"Ap",0,16,12,1,9.7
"2668",1452557,2202,90,"AC",16,38,10,0.8,8
"2669",1452557,2202,90,"C",38,86,8,0.5,6.3
"2670",1452557,2202,90,"2C",86,200,3,0.5,2
"2671",1452557,2202,5,"Ap",0,15,15,3,11.1
"2672",1452557,2202,5,"Ap",0,16,23,3,18.9
"2673",1452557,2202,5,"A",15,35,13,2,6.7
"2674",1452557,2202,5,"A",16,54,23,2,18.6
"2675",1452557,2202,5,"AC",35,65,11,0.5,6.4
"2676",1452557,2202,5,"Bk",54,78,25,1,18.8
"2677",1452557,2202,5,"C",65,200,9,0.4,6.2
"2678",1452557,2202,5,"C",78,200,21,0.5,15.4
"2679",2605654,2202,90,"Ap",0,18,12,1,10.5
"2680",2605654,2202,90,"C1",18,110,8,0.2,6.8
"2681",2605654,2202,90,"2C2",110,200,4,0.1,3.6
"2682",2605654,2202,5,"Ap",0,18,7,0.8,5.6
"2683",2605654,2202,5,"Ap",0,30,8,1,7.3
"2684",2605654,2202,5,"C1",18,80,5,0.3,3.9
"2685",2605654,2202,5,"C1",30,155,8,0.3,6.9
"2686",2605654,2202,5,"C2",80,200,2,0.1,1.6
"2687",2605654,2202,5,"C2",155,200,4,0.1,3.6
"2688",2605654,2202,0,"H1",0,30,30,1,21.9
"2689",2605654,2202,0,"H2",30,155,8,0.3,5.8
"2690",2605654,2202,0,"H3",155,200,4,0.1,3.1
"2691",2605748,2202,90,"Ap",0,18,12,1,10.5
"2692",2605748,2202,90,"C1",18,110,8,0.2,6.8
"2693",2605748,2202,90,"2C2",110,200,4,0.1,3.6
"2694",2605748,2202,5,"Ap",0,18,7,0.8,5.6
"2695",2605748,2202,5,"Ap",0,30,8,1,7.3
"2696",2605748,2202,5,"C1",18,80,5,0.3,3.9
"2697",2605748,2202,5,"C1",30,155,8,0.3,6.9
"2698",2605748,2202,5,"C2",80,200,2,0.1,1.6
"2699",2605748,2202,5,"C2",155,200,4,0.1,3.6
"2700",2605748,2202,0,"H1",0,30,30,1,21.9
"2701",2605748,2202,0,"H2",30,155,8,0.3,5.8
"2702",2605748,2202,0,"H3",155,200,4,0.1,3.1
"2703",1150687,2203,60,"A",0,28,11,1,6.5
"2704",1150687,2203,60,"C",28,91,11,0.5,5.5
"2705",1150687,2203,60,"2C",91,152,3,0.25,1.5
"2706",1150687,2203,40,"A",0,33,10,2.5,6.5
"2707",1150687,2203,40,"C",33,152,24,0.5,12.5
"2708",1150868,2203,60,"A",0,28,11,1,6.5
"2709",1150868,2203,60,"C",28,91,11,0.5,5.5
"2710",1150868,2203,60,"2C",91,152,3,0.25,1.5
"2711",1150868,2203,40,"A",0,33,10,2.5,6.5
"2712",1150868,2203,40,"C",33,152,24,0.5,12.5
"2713",1150688,2204,55,"A",0,28,11,0.75,6.5
"2714",1150688,2204,55,"C",28,91,11,0.3,5.5
"2715",1150688,2204,55,"2C",91,152,3,0.2,1.5
"2716",1150688,2204,45,"A",0,18,6,0.75,4
"2717",1150688,2204,45,"AC",18,46,6.5,0.5,3.5
"2718",1150688,2204,45,"C",46,152,6.5,0.5,3.5
"2719",1150869,2204,55,"A",0,28,11,0.75,6.5
"2720",1150869,2204,55,"C",28,91,11,0.3,5.5
"2721",1150869,2204,55,"2C",91,152,3,0.2,1.5
"2722",1150869,2204,45,"A",0,18,6,0.75,4
"2723",1150869,2204,45,"AC",18,46,6.5,0.5,3.5
"2724",1150869,2204,45,"C",46,152,6.5,0.5,3.5
"2725",1152028,2204,55,"A",0,28,11,0.75,6.5
"2726",1152028,2204,55,"C",28,91,11,0.3,5.5
"2727",1152028,2204,55,"2C",91,152,3,0.2,1.5
"2728",1152028,2204,45,"A",0,18,6,0.75,4
"2729",1152028,2204,45,"AC",18,46,6.5,0.5,3.5
"2730",1152028,2204,45,"C",46,152,6.5,0.5,3.5
"2731",1150261,2205,60,"A",0,28,11,1,6.5
"2732",1150261,2205,60,"C",28,71,11,0.5,5.5
"2733",1150261,2205,60,"2C",71,102,3,0.25,1.5
"2734",1150261,2205,40,"A",0,46,17.5,3,10.5
"2735",1150261,2205,40,"C",46,120,14,0.5,7.5
"2736",1150261,2205,40,"2C",120,160,4.9,0.25,1.5
"2737",1151022,2205,60,"A",0,28,11,1,6.5
"2738",1151022,2205,60,"C",28,71,11,0.5,5.5
"2739",1151022,2205,60,"2C",71,102,3,0.25,1.5
"2740",1151022,2205,40,"A",0,46,17.5,3,10.5
"2741",1151022,2205,40,"C",46,120,14,0.5,7.5
"2742",1151022,2205,40,"2C",120,160,4.9,0.25,1.5
"2743",1381987,2224,90,"Ap",0,18,36,3,27.4
"2744",1381987,2224,90,"A",18,35,38,3,29.2
"2745",1381987,2224,90,"Bw1",35,78,42,2,30.8
"2746",1381987,2224,90,"Bw2",78,93,38,0.9,26.7
"2747",1381987,2224,90,"C",93,200,35,0.7,24.5
"2748",1381987,2224,5,"Ap",0,15,15,3,11.1
"2749",1381987,2224,5,"Ap",0,16,23,3,18.9
"2750",1381987,2224,5,"A",15,35,13,2,6.7
"2751",1381987,2224,5,"A",16,54,23,2,18.6
"2752",1381987,2224,5,"AC",35,65,11,0.5,6.4
"2753",1381987,2224,5,"Bk",54,78,25,1,18.8
"2754",1381987,2224,5,"C",65,200,9,0.4,6.2
"2755",1381987,2224,5,"C",78,200,21,0.5,15.4
"2756",1382096,2224,90,"Ap",0,18,36,3,27.4
"2757",1382096,2224,90,"A",18,35,38,3,29.2
"2758",1382096,2224,90,"Bw1",35,78,42,2,30.8
"2759",1382096,2224,90,"Bw2",78,93,38,0.9,26.7
"2760",1382096,2224,90,"C",93,200,35,0.7,24.5
"2761",1382096,2224,5,"Ap",0,15,15,3,11.1
"2762",1382096,2224,5,"Ap",0,16,23,3,18.9
"2763",1382096,2224,5,"A",15,35,13,2,6.7
"2764",1382096,2224,5,"A",16,54,23,2,18.6
"2765",1382096,2224,5,"AC",35,65,11,0.5,6.4
"2766",1382096,2224,5,"Bk",54,78,25,1,18.8
"2767",1382096,2224,5,"C",65,200,9,0.4,6.2
"2768",1382096,2224,5,"C",78,200,21,0.5,15.4
"2769",1382140,2224,90,"Ap",0,18,36,3,27.4
"2770",1382140,2224,90,"A",18,35,38,3,29.2
"2771",1382140,2224,90,"Bw1",35,78,42,2,30.8
"2772",1382140,2224,90,"Bw2",78,93,38,0.9,26.7
"2773",1382140,2224,90,"C",93,200,35,0.7,24.5
"2774",1382140,2224,5,"Ap",0,15,15,3,11.1
"2775",1382140,2224,5,"Ap",0,16,23,3,18.9
"2776",1382140,2224,5,"A",15,35,13,2,6.7
"2777",1382140,2224,5,"A",16,54,23,2,18.6
"2778",1382140,2224,5,"AC",35,65,11,0.5,6.4
"2779",1382140,2224,5,"Bk",54,78,25,1,18.8
"2780",1382140,2224,5,"C",65,200,9,0.4,6.2
"2781",1382140,2224,5,"C",78,200,21,0.5,15.4
"2782",1150155,2225,90,"A",0,35,42,3,31.5
"2783",1150155,2225,90,"Bw1",35,78,44,2,32.1
"2784",1150155,2225,90,"Bw2",78,93,39,0.9,27.4
"2785",1150155,2225,90,"C",93,200,35,0.7,24.5
"2786",1150155,2225,5,"A",0,54,23,3,18.9
"2787",1150155,2225,5,"A",0,15,56,1,40.2
"2788",1150155,2225,5,"Bw",15,66,60,0.75,42.3
"2789",1150155,2225,5,"Bk",54,78,25,1,18.8
"2790",1150155,2225,5,"C",66,82,68,0.5,46.4
"2791",1150155,2225,5,"C",78,200,21,0.5,15.4
"2792",1150155,2225,5,"Cr",82,107,NA,NA,NA
"2793",1150975,2225,90,"A",0,35,42,3,31.5
"2794",1150975,2225,90,"Bw1",35,78,44,2,32.1
"2795",1150975,2225,90,"Bw2",78,93,39,0.9,27.4
"2796",1150975,2225,90,"C",93,200,35,0.7,24.5
"2797",1150975,2225,5,"A",0,54,23,3,18.9
"2798",1150975,2225,5,"A",0,15,56,1,40.2
"2799",1150975,2225,5,"Bw",15,66,60,0.75,42.3
"2800",1150975,2225,5,"Bk",54,78,25,1,18.8
"2801",1150975,2225,5,"C",66,82,68,0.5,46.4
"2802",1150975,2225,5,"C",78,200,21,0.5,15.4
"2803",1150975,2225,5,"Cr",82,107,NA,NA,NA
"2804",1151023,2225,90,"A",0,35,42,3,31.5
"2805",1151023,2225,90,"Bw1",35,78,44,2,32.1
"2806",1151023,2225,90,"Bw2",78,93,39,0.9,27.4
"2807",1151023,2225,90,"C",93,200,35,0.7,24.5
"2808",1151023,2225,5,"A",0,54,23,3,18.9
"2809",1151023,2225,5,"A",0,15,56,1,40.2
"2810",1151023,2225,5,"Bw",15,66,60,0.75,42.3
"2811",1151023,2225,5,"Bk",54,78,25,1,18.8
"2812",1151023,2225,5,"C",66,82,68,0.5,46.4
"2813",1151023,2225,5,"C",78,200,21,0.5,15.4
"2814",1151023,2225,5,"Cr",82,107,NA,NA,NA
"2815",1151127,2225,90,"A",0,35,42,3,31.5
"2816",1151127,2225,90,"Bw1",35,78,44,2,32.1
