"","mukey","musym","comppct_r","hzname","hzdept_r","hzdepb_r","claytotal_r","om_r","cec7_r"
"2817",1151127,2225,90,"Bw2",78,93,39,0.9,27.4
"2818",1151127,2225,90,"C",93,200,35,0.7,24.5
"2819",1151127,2225,5,"A",0,54,23,3,18.9
"2820",1151127,2225,5,"A",0,15,56,1,40.2
"2821",1151127,2225,5,"Bw",15,66,60,0.75,42.3
"2822",1151127,2225,5,"Bk",54,78,25,1,18.8
"2823",1151127,2225,5,"C",66,82,68,0.5,46.4
"2824",1151127,2225,5,"C",78,200,21,0.5,15.4
"2825",1151127,2225,5,"Cr",82,107,NA,NA,NA
"2826",1381988,2225,90,"A",0,35,42,3,31.5
"2827",1381988,2225,90,"Bw1",35,78,44,2,32.1
"2828",1381988,2225,90,"Bw2",78,93,39,0.9,27.4
"2829",1381988,2225,90,"C",93,200,35,0.7,24.5
"2830",1381988,2225,5,"A",0,54,23,3,18.9
"2831",1381988,2225,5,"A",0,15,56,1,40.2
"2832",1381988,2225,5,"Bw",15,66,60,0.75,42.3
"2833",1381988,2225,5,"Bk",54,78,25,1,18.8
"2834",1381988,2225,5,"C",66,82,68,0.5,46.4
"2835",1381988,2225,5,"C",78,200,21,0.5,15.4
"2836",1381988,2225,5,"Cr",82,107,NA,NA,NA
"2837",1152394,2232,50,"A",0,25,20.5,2,12
"2838",1152394,2232,50,"A",0,56,22.5,3,13.5
"2839",1152394,2232,50,"C",25,152,24,1,12.5
"2840",1152394,2232,50,"Bw",56,107,27,1,14
"2841",1152394,2232,50,"C",107,152,27,0.5,14
"2842",1151133,2233,100,"A",0,76,22.5,3,13.5
"2843",1151133,2233,100,"AC",76,127,26.5,2,15
"2844",1151133,2233,100,"C",127,183,27.5,0.5,14
"2845",1150162,2234,90,"A1",0,16,23,3,18.9
"2846",1150162,2234,90,"A2",16,54,23,2,18.6
"2847",1150162,2234,90,"Bk",54,78,25,1,18.8
"2848",1150162,2234,90,"C",78,200,21,0.5,15.4
"2849",1150162,2234,5,"Ap",0,16,12,1,9.7
"2850",1150162,2234,5,"Ap",0,15,15,3,11.1
"2851",1150162,2234,5,"A",15,35,13,2,6.7
"2852",1150162,2234,5,"AC",16,38,10,0.8,8
"2853",1150162,2234,5,"AC",35,65,11,0.5,6.4
"2854",1150162,2234,5,"C",38,86,8,0.5,6.3
"2855",1150162,2234,5,"C",65,200,9,0.4,6.2
"2856",1150162,2234,5,"2C",86,200,3,0.5,2
"2857",1150699,2234,90,"A1",0,16,23,3,18.9
"2858",1150699,2234,90,"A2",16,54,23,2,18.6
"2859",1150699,2234,90,"Bk",54,78,25,1,18.8
"2860",1150699,2234,90,"C",78,200,21,0.5,15.4
"2861",1150699,2234,5,"Ap",0,16,12,1,9.7
"2862",1150699,2234,5,"Ap",0,15,15,3,11.1
"2863",1150699,2234,5,"A",15,35,13,2,6.7
"2864",1150699,2234,5,"AC",16,38,10,0.8,8
"2865",1150699,2234,5,"AC",35,65,11,0.5,6.4
"2866",1150699,2234,5,"C",38,86,8,0.5,6.3
"2867",1150699,2234,5,"C",65,200,9,0.4,6.2
"2868",1150699,2234,5,"2C",86,200,3,0.5,2
"2869",1150769,2234,90,"A1",0,16,23,3,18.9
"2870",1150769,2234,90,"A2",16,54,23,2,18.6
"2871",1150769,2234,90,"Bk",54,78,25,1,18.8
"2872",1150769,2234,90,"C",78,200,21,0.5,15.4
"2873",1150769,2234,5,"Ap",0,16,12,1,9.7
"2874",1150769,2234,5,"Ap",0,15,15,3,11.1
"2875",1150769,2234,5,"A",15,35,13,2,6.7
"2876",1150769,2234,5,"AC",16,38,10,0.8,8
"2877",1150769,2234,5,"AC",35,65,11,0.5,6.4
"2878",1150769,2234,5,"C",38,86,8,0.5,6.3
"2879",1150769,2234,5,"C",65,200,9,0.4,6.2
"2880",1150769,2234,5,"2C",86,200,3,0.5,2
"2881",1150919,2234,90,"A1",0,16,23,3,18.9
"2882",1150919,2234,90,"A2",16,54,23,2,18.6
"2883",1150919,2234,90,"Bk",54,78,25,1,18.8
"2884",1150919,2234,90,"C",78,200,21,0.5,15.4
"2885",1150919,2234,5,"Ap",0,16,12,1,9.7
"2886",1150919,2234,5,"Ap",0,15,15,3,11.1
"2887",1150919,2234,5,"A",15,35,13,2,6.7
"2888",1150919,2234,5,"AC",16,38,10,0.8,8
"2889",1150919,2234,5,"AC",35,65,11,0.5,6.4
"2890",1150919,2234,5,"C",38,86,8,0.5,6.3
"2891",1150919,2234,5,"C",65,200,9,0.4,6.2
"2892",1150919,2234,5,"2C",86,200,3,0.5,2
"2893",1150981,2234,90,"A1",0,16,23,3,18.9
"2894",1150981,2234,90,"A2",16,54,23,2,18.6
"2895",1150981,2234,90,"Bk",54,78,25,1,18.8
"2896",1150981,2234,90,"C",78,200,21,0.5,15.4
"2897",1150981,2234,5,"Ap",0,16,12,1,9.7
"2898",1150981,2234,5,"Ap",0,15,15,3,11.1
"2899",1150981,2234,5,"A",15,35,13,2,6.7
"2900",1150981,2234,5,"AC",16,38,10,0.8,8
"2901",1150981,2234,5,"AC",35,65,11,0.5,6.4
"2902",1150981,2234,5,"C",38,86,8,0.5,6.3
"2903",1150981,2234,5,"C",65,200,9,0.4,6.2
"2904",1150981,2234,5,"2C",86,200,3,0.5,2
"2905",1151027,2234,90,"A1",0,16,23,3,18.9
"2906",1151027,2234,90,"A2",16,54,23,2,18.6
"2907",1151027,2234,90,"Bk",54,78,25,1,18.8
"2908",1151027,2234,90,"C",78,200,21,0.5,15.4
"2909",1151027,2234,5,"Ap",0,16,12,1,9.7
"2910",1151027,2234,5,"Ap",0,15,15,3,11.1
"2911",1151027,2234,5,"A",15,35,13,2,6.7
"2912",1151027,2234,5,"AC",16,38,10,0.8,8
"2913",1151027,2234,5,"AC",35,65,11,0.5,6.4
"2914",1151027,2234,5,"C",38,86,8,0.5,6.3
"2915",1151027,2234,5,"C",65,200,9,0.4,6.2
"2916",1151027,2234,5,"2C",86,200,3,0.5,2
"2917",1151134,2234,90,"A1",0,16,23,3,18.9
"2918",1151134,2234,90,"A2",16,54,23,2,18.6
"2919",1151134,2234,90,"Bk",54,78,25,1,18.8
"2920",1151134,2234,90,"C",78,200,21,0.5,15.4
"2921",1151134,2234,5,"Ap",0,16,12,1,9.7
"2922",1151134,2234,5,"Ap",0,15,15,3,11.1
"2923",1151134,2234,5,"A",15,35,13,2,6.7
"2924",1151134,2234,5,"AC",16,38,10,0.8,8
"2925",1151134,2234,5,"AC",35,65,11,0.5,6.4
"2926",1151134,2234,5,"C",38,86,8,0.5,6.3
"2927",1151134,2234,5,"C",65,200,9,0.4,6.2
"2928",1151134,2234,5,"2C",86,200,3,0.5,2
"2929",1381875,2234,90,"A1",0,16,23,3,18.9
"2930",1381875,2234,90,"A2",16,54,23,2,18.6
"2931",1381875,2234,90,"Bk",54,78,25,1,18.8
"2932",1381875,2234,90,"C",78,200,21,0.5,15.4
"2933",1381875,2234,5,"Ap",0,16,12,1,9.7
"2934",1381875,2234,5,"Ap",0,15,15,3,11.1
"2935",1381875,2234,5,"A",15,35,13,2,6.7
"2936",1381875,2234,5,"AC",16,38,10,0.8,8
"2937",1381875,2234,5,"AC",35,65,11,0.5,6.4
"2938",1381875,2234,5,"C",38,86,8,0.5,6.3
"2939",1381875,2234,5,"C",65,200,9,0.4,6.2
"2940",1381875,2234,5,"2C",86,200,3,0.5,2
"2941",1381940,2234,90,"A1",0,16,23,3,18.9
"2942",1381940,2234,90,"A2",16,54,23,2,18.6
"2943",1381940,2234,90,"Bk",54,78,25,1,18.8
"2944",1381940,2234,90,"C",78,200,21,0.5,15.4
"2945",1381940,2234,5,"Ap",0,16,12,1,9.7
"2946",1381940,2234,5,"Ap",0,15,15,3,11.1
"2947",1381940,2234,5,"A",15,35,13,2,6.7
"2948",1381940,2234,5,"AC",16,38,10,0.8,8
"2949",1381940,2234,5,"AC",35,65,11,0.5,6.4
"2950",1381940,2234,5,"C",38,86,8,0.5,6.3
"2951",1381940,2234,5,"C",65,200,9,0.4,6.2
"2952",1381940,2234,5,"2C",86,200,3,0.5,2
"2953",1381993,2234,90,"A1",0,16,23,3,18.9
"2954",1381993,2234,90,"A2",16,54,23,2,18.6
"2955",1381993,2234,90,"Bk",54,78,25,1,18.8
"2956",1381993,2234,90,"C",78,200,21,0.5,15.4
"2957",1381993,2234,5,"Ap",0,16,12,1,9.7
"2958",1381993,2234,5,"Ap",0,15,15,3,11.1
"2959",1381993,2234,5,"A",15,35,13,2,6.7
"2960",1381993,2234,5,"AC",16,38,10,0.8,8
"2961",1381993,2234,5,"AC",35,65,11,0.5,6.4
"2962",1381993,2234,5,"C",38,86,8,0.5,6.3
"2963",1381993,2234,5,"C",65,200,9,0.4,6.2
"2964",1381993,2234,5,"2C",86,200,3,0.5,2
"2965",1382100,2234,90,"A1",0,16,23,3,18.9
"2966",1382100,2234,90,"A2",16,54,23,2,18.6
"2967",1382100,2234,90,"Bk",54,78,25,1,18.8
"2968",1382100,2234,90,"C",78,200,21,0.5,15.4
"2969",1382100,2234,5,"Ap",0,16,12,1,9.7
"2970",1382100,2234,5,"Ap",0,15,15,3,11.1
"2971",1382100,2234,5,"A",15,35,13,2,6.7
"2972",1382100,2234,5,"AC",16,38,10,0.8,8
"2973",1382100,2234,5,"AC",35,65,11,0.5,6.4
"2974",1382100,2234,5,"C",38,86,8,0.5,6.3
"2975",1382100,2234,5,"C",65,200,9,0.4,6.2
"2976",1382100,2234,5,"2C",86,200,3,0.5,2
"2977",1440455,2234,90,"A1",0,16,23,3,18.9
"2978",1440455,2234,90,"A2",16,54,23,2,18.6
"2979",1440455,2234,90,"Bk",54,78,25,1,18.8
"2980",1440455,2234,90,"C",78,200,21,0.5,15.4
"2981",1440455,2234,5,"Ap",0,16,12,1,9.7
"2982",1440455,2234,5,"Ap",0,15,15,3,11.1
"2983",1440455,2234,5,"A",15,35,13,2,6.7
"2984",1440455,2234,5,"AC",16,38,10,0.8,8
"2985",1440455,2234,5,"AC",35,65,11,0.5,6.4
"2986",1440455,2234,5,"C",38,86,8,0.5,6.3
"2987",1440455,2234,5,"C",65,200,9,0.4,6.2
"2988",1440455,2234,5,"2C",86,200,3,0.5,2
"2989",1150163,2235,87,"Ap",0,16,23,3,18.9
"2990",1150163,2235,87,"A",16,54,23,2,18.6
"2991",1150163,2235,87,"Bk",54,78,25,1,18.8
"2992",1150163,2235,87,"C",78,200,21,0.5,15.4
"2993",1150163,2235,10,"Ap",0,15,15,3,11.1
"2994",1150163,2235,10,"A",15,35,13,2,6.7
"2995",1150163,2235,10,"AC",35,65,11,0.5,6.4
"2996",1150163,2235,10,"C",65,200,9,0.4,6.2
"2997",1150163,2235,3,"Ap",0,16,12,1,9.7
"2998",1150163,2235,3,"AC",16,38,10,0.8,8
"2999",1150163,2235,3,"C",38,86,8,0.5,6.3
"3000",1150163,2235,3,"2C",86,200,3,0.5,2
"3001",1150270,2235,87,"Ap",0,16,23,3,18.9
"3002",1150270,2235,87,"A",16,54,23,2,18.6
"3003",1150270,2235,87,"Bk",54,78,25,1,18.8
"3004",1150270,2235,87,"C",78,200,21,0.5,15.4
"3005",1150270,2235,10,"Ap",0,15,15,3,11.1
"3006",1150270,2235,10,"A",15,35,13,2,6.7
"3007",1150270,2235,10,"AC",35,65,11,0.5,6.4
"3008",1150270,2235,10,"C",65,200,9,0.4,6.2
"3009",1150270,2235,3,"Ap",0,16,12,1,9.7
"3010",1150270,2235,3,"AC",16,38,10,0.8,8
"3011",1150270,2235,3,"C",38,86,8,0.5,6.3
"3012",1150270,2235,3,"2C",86,200,3,0.5,2
"3013",1150544,2235,87,"Ap",0,16,23,3,18.9
"3014",1150544,2235,87,"A",16,54,23,2,18.6
"3015",1150544,2235,87,"Bk",54,78,25,1,18.8
"3016",1150544,2235,87,"C",78,200,21,0.5,15.4
"3017",1150544,2235,10,"Ap",0,15,15,3,11.1
"3018",1150544,2235,10,"A",15,35,13,2,6.7
"3019",1150544,2235,10,"AC",35,65,11,0.5,6.4
"3020",1150544,2235,10,"C",65,200,9,0.4,6.2
"3021",1150544,2235,3,"Ap",0,16,12,1,9.7
"3022",1150544,2235,3,"AC",16,38,10,0.8,8
"3023",1150544,2235,3,"C",38,86,8,0.5,6.3
"3024",1150544,2235,3,"2C",86,200,3,0.5,2
"3025",1150700,2235,87,"Ap",0,16,23,3,18.9
"3026",1150700,2235,87,"A",16,54,23,2,18.6
"3027",1150700,2235,87,"Bk",54,78,25,1,18.8
"3028",1150700,2235,87,"C",78,200,21,0.5,15.4
"3029",1150700,2235,10,"Ap",0,15,15,3,11.1
"3030",1150700,2235,10,"A",15,35,13,2,6.7
"3031",1150700,2235,10,"AC",35,65,11,0.5,6.4
"3032",1150700,2235,10,"C",65,200,9,0.4,6.2
"3033",1150700,2235,3,"Ap",0,16,12,1,9.7
"3034",1150700,2235,3,"AC",16,38,10,0.8,8
"3035",1150700,2235,3,"C",38,86,8,0.5,6.3
"3036",1150700,2235,3,"2C",86,200,3,0.5,2
"3037",1150876,2235,87,"Ap",0,16,23,3,18.9
"3038",1150876,2235,87,"A",16,54,23,2,18.6
"3039",1150876,2235,87,"Bk",54,78,25,1,18.8
"3040",1150876,2235,87,"C",78,200,21,0.5,15.4
"3041",1150876,2235,10,"Ap",0,15,15,3,11.1
"3042",1150876,2235,10,"A",15,35,13,2,6.7
"3043",1150876,2235,10,"AC",35,65,11,0.5,6.4
"3044",1150876,2235,10,"C",65,200,9,0.4,6.2
"3045",1150876,2235,3,"Ap",0,16,12,1,9.7
"3046",1150876,2235,3,"AC",16,38,10,0.8,8
"3047",1150876,2235,3,"C",38,86,8,0.5,6.3
"3048",1150876,2235,3,"2C",86,200,3,0.5,2
"3049",1151028,2235,87,"Ap",0,16,23,3,18.9
"3050",1151028,2235,87,"A",16,54,23,2,18.6
"3051",1151028,2235,87,"Bk",54,78,25,1,18.8
"3052",1151028,2235,87,"C",78,200,21,0.5,15.4
"3053",1151028,2235,10,"Ap",0,15,15,3,11.1
"3054",1151028,2235,10,"A",15,35,13,2,6.7
"3055",1151028,2235,10,"AC",35,65,11,0.5,6.4
"3056",1151028,2235,10,"C",65,200,9,0.4,6.2
"3057",1151028,2235,3,"Ap",0,16,12,1,9.7
"3058",1151028,2235,3,"AC",16,38,10,0.8,8
"3059",1151028,2235,3,"C",38,86,8,0.5,6.3
"3060",1151028,2235,3,"2C",86,200,3,0.5,2
"3061",1151135,2235,87,"Ap",0,16,23,3,18.9
"3062",1151135,2235,87,"A",16,54,23,2,18.6
"3063",1151135,2235,87,"Bk",54,78,25,1,18.8
"3064",1151135,2235,87,"C",78,200,21,0.5,15.4
"3065",1151135,2235,10,"Ap",0,15,15,3,11.1
"3066",1151135,2235,10,"A",15,35,13,2,6.7
"3067",1151135,2235,10,"AC",35,65,11,0.5,6.4
"3068",1151135,2235,10,"C",65,200,9,0.4,6.2
"3069",1151135,2235,3,"Ap",0,16,12,1,9.7
"3070",1151135,2235,3,"AC",16,38,10,0.8,8
"3071",1151135,2235,3,"C",38,86,8,0.5,6.3
"3072",1151135,2235,3,"2C",86,200,3,0.5,2
"3073",1151995,2235,87,"Ap",0,16,23,3,18.9
"3074",1151995,2235,87,"A",16,54,23,2,18.6
"3075",1151995,2235,87,"Bk",54,78,25,1,18.8
"3076",1151995,2235,87,"C",78,200,21,0.5,15.4
"3077",1151995,2235,10,"Ap",0,15,15,3,11.1
"3078",1151995,2235,10,"A",15,35,13,2,6.7
"3079",1151995,2235,10,"AC",35,65,11,0.5,6.4
"3080",1151995,2235,10,"C",65,200,9,0.4,6.2
"3081",1151995,2235,3,"Ap",0,16,12,1,9.7
"3082",1151995,2235,3,"AC",16,38,10,0.8,8
"3083",1151995,2235,3,"C",38,86,8,0.5,6.3
"3084",1151995,2235,3,"2C",86,200,3,0.5,2
"3085",1152042,2235,87,"Ap",0,16,23,3,18.9
"3086",1152042,2235,87,"A",16,54,23,2,18.6
"3087",1152042,2235,87,"Bk",54,78,25,1,18.8
"3088",1152042,2235,87,"C",78,200,21,0.5,15.4
"3089",1152042,2235,10,"Ap",0,15,15,3,11.1
"3090",1152042,2235,10,"A",15,35,13,2,6.7
"3091",1152042,2235,10,"AC",35,65,11,0.5,6.4
"3092",1152042,2235,10,"C",65,200,9,0.4,6.2
"3093",1152042,2235,3,"Ap",0,16,12,1,9.7
"3094",1152042,2235,3,"AC",16,38,10,0.8,8
"3095",1152042,2235,3,"C",38,86,8,0.5,6.3
"3096",1152042,2235,3,"2C",86,200,3,0.5,2
"3097",1152096,2235,87,"Ap",0,16,23,3,18.9
"3098",1152096,2235,87,"A",16,54,23,2,18.6
"3099",1152096,2235,87,"Bk",54,78,25,1,18.8
"3100",1152096,2235,87,"C",78,200,21,0.5,15.4
"3101",1152096,2235,10,"Ap",0,15,15,3,11.1
"3102",1152096,2235,10,"A",15,35,13,2,6.7
"3103",1152096,2235,10,"AC",35,65,11,0.5,6.4
"3104",1152096,2235,10,"C",65,200,9,0.4,6.2
"3105",1152096,2235,3,"Ap",0,16,12,1,9.7
"3106",1152096,2235,3,"AC",16,38,10,0.8,8
"3107",1152096,2235,3,"C",38,86,8,0.5,6.3
"3108",1152096,2235,3,"2C",86,200,3,0.5,2
"3109",1152139,2235,87,"Ap",0,16,23,3,18.9
"3110",1152139,2235,87,"A",16,54,23,2,18.6
"3111",1152139,2235,87,"Bk",54,78,25,1,18.8
"3112",1152139,2235,87,"C",78,200,21,0.5,15.4
"3113",1152139,2235,10,"Ap",0,15,15,3,11.1
"3114",1152139,2235,10,"A",15,35,13,2,6.7
"3115",1152139,2235,10,"AC",35,65,11,0.5,6.4
"3116",1152139,2235,10,"C",65,200,9,0.4,6.2
"3117",1152139,2235,3,"Ap",0,16,12,1,9.7
"3118",1152139,2235,3,"AC",16,38,10,0.8,8
"3119",1152139,2235,3,"C",38,86,8,0.5,6.3
"3120",1152139,2235,3,"2C",86,200,3,0.5,2
"3121",1152396,2235,87,"Ap",0,16,23,3,18.9
"3122",1152396,2235,87,"A",16,54,23,2,18.6
"3123",1152396,2235,87,"Bk",54,78,25,1,18.8
"3124",1152396,2235,87,"C",78,200,21,0.5,15.4
"3125",1152396,2235,10,"Ap",0,15,15,3,11.1
"3126",1152396,2235,10,"A",15,35,13,2,6.7
"3127",1152396,2235,10,"AC",35,65,11,0.5,6.4
"3128",1152396,2235,10,"C",65,200,9,0.4,6.2
"3129",1152396,2235,3,"Ap",0,16,12,1,9.7
"3130",1152396,2235,3,"AC",16,38,10,0.8,8
"3131",1152396,2235,3,"C",38,86,8,0.5,6.3
"3132",1152396,2235,3,"2C",86,200,3,0.5,2
"3133",1380145,2235,87,"Ap",0,16,23,3,18.9
"3134",1380145,2235,87,"A",16,54,23,2,18.6
"3135",1380145,2235,87,"Bk",54,78,25,1,18.8
"3136",1380145,2235,87,"C",78,200,21,0.5,15.4
"3137",1380145,2235,10,"Ap",0,15,15,3,11.1
"3138",1380145,2235,10,"A",15,35,13,2,6.7
"3139",1380145,2235,10,"AC",35,65,11,0.5,6.4
"3140",1380145,2235,10,"C",65,200,9,0.4,6.2
"3141",1380145,2235,3,"Ap",0,16,12,1,9.7
"3142",1380145,2235,3,"AC",16,38,10,0.8,8
"3143",1380145,2235,3,"C",38,86,8,0.5,6.3
"3144",1380145,2235,3,"2C",86,200,3,0.5,2
"3145",1380392,2235,87,"Ap",0,16,23,3,18.9
"3146",1380392,2235,87,"A",16,54,23,2,18.6
"3147",1380392,2235,87,"Bk",54,78,25,1,18.8
"3148",1380392,2235,87,"C",78,200,21,0.5,15.4
"3149",1380392,2235,10,"Ap",0,15,15,3,11.1
"3150",1380392,2235,10,"A",15,35,13,2,6.7
"3151",1380392,2235,10,"AC",35,65,11,0.5,6.4
"3152",1380392,2235,10,"C",65,200,9,0.4,6.2
"3153",1380392,2235,3,"Ap",0,16,12,1,9.7
"3154",1380392,2235,3,"AC",16,38,10,0.8,8
"3155",1380392,2235,3,"C",38,86,8,0.5,6.3
"3156",1380392,2235,3,"2C",86,200,3,0.5,2
"3157",1150009,2236,95,"Ap",0,16,23,3,18.9
"3158",1150009,2236,95,"A",16,54,23,2,18.6
"3159",1150009,2236,95,"Bk",54,78,25,1,18.8
"3160",1150009,2236,95,"C",78,200,21,0.5,15.4
"3161",1150009,2236,5,"Ap",0,16,12,1,9.7
"3162",1150009,2236,5,"AC",16,38,10,0.8,8
"3163",1150009,2236,5,"C",38,86,8,0.5,6.3
"3164",1150009,2236,5,"2C",86,200,3,0.5,2
"3165",1150164,2236,95,"Ap",0,16,23,3,18.9
"3166",1150164,2236,95,"A",16,54,23,2,18.6
"3167",1150164,2236,95,"Bk",54,78,25,1,18.8
"3168",1150164,2236,95,"C",78,200,21,0.5,15.4
"3169",1150164,2236,5,"Ap",0,16,12,1,9.7
"3170",1150164,2236,5,"AC",16,38,10,0.8,8
"3171",1150164,2236,5,"C",38,86,8,0.5,6.3
"3172",1150164,2236,5,"2C",86,200,3,0.5,2
"3173",1150271,2236,95,"Ap",0,16,23,3,18.9
"3174",1150271,2236,95,"A",16,54,23,2,18.6
"3175",1150271,2236,95,"Bk",54,78,25,1,18.8
"3176",1150271,2236,95,"C",78,200,21,0.5,15.4
"3177",1150271,2236,5,"Ap",0,16,12,1,9.7
"3178",1150271,2236,5,"AC",16,38,10,0.8,8
"3179",1150271,2236,5,"C",38,86,8,0.5,6.3
"3180",1150271,2236,5,"2C",86,200,3,0.5,2
"3181",1150465,2236,95,"Ap",0,16,23,3,18.9
"3182",1150465,2236,95,"A",16,54,23,2,18.6
"3183",1150465,2236,95,"Bk",54,78,25,1,18.8
"3184",1150465,2236,95,"C",78,200,21,0.5,15.4
"3185",1150465,2236,5,"Ap",0,16,12,1,9.7
"3186",1150465,2236,5,"AC",16,38,10,0.8,8
"3187",1150465,2236,5,"C",38,86,8,0.5,6.3
"3188",1150465,2236,5,"2C",86,200,3,0.5,2
"3189",1150584,2236,95,"Ap",0,16,23,3,18.9
"3190",1150584,2236,95,"A",16,54,23,2,18.6
"3191",1150584,2236,95,"Bk",54,78,25,1,18.8
"3192",1150584,2236,95,"C",78,200,21,0.5,15.4
"3193",1150584,2236,5,"Ap",0,16,12,1,9.7
"3194",1150584,2236,5,"AC",16,38,10,0.8,8
"3195",1150584,2236,5,"C",38,86,8,0.5,6.3
"3196",1150584,2236,5,"2C",86,200,3,0.5,2
"3197",1150701,2236,95,"Ap",0,16,23,3,18.9
"3198",1150701,2236,95,"A",16,54,23,2,18.6
"3199",1150701,2236,95,"Bk",54,78,25,1,18.8
"3200",1150701,2236,95,"C",78,200,21,0.5,15.4
"3201",1150701,2236,5,"Ap",0,16,12,1,9.7
"3202",1150701,2236,5,"AC",16,38,10,0.8,8
"3203",1150701,2236,5,"C",38,86,8,0.5,6.3
"3204",1150701,2236,5,"2C",86,200,3,0.5,2
"3205",1150770,2236,95,"Ap",0,16,23,3,18.9
"3206",1150770,2236,95,"A",16,54,23,2,18.6
"3207",1150770,2236,95,"Bk",54,78,25,1,18.8
"3208",1150770,2236,95,"C",78,200,21,0.5,15.4
"3209",1150770,2236,5,"Ap",0,16,12,1,9.7
"3210",1150770,2236,5,"AC",16,38,10,0.8,8
"3211",1150770,2236,5,"C",38,86,8,0.5,6.3
"3212",1150770,2236,5,"2C",86,200,3,0.5,2
"3213",1150814,2236,95,"Ap",0,16,23,3,18.9
"3214",1150814,2236,95,"A",16,54,23,2,18.6
"3215",1150814,2236,95,"Bk",54,78,25,1,18.8
"3216",1150814,2236,95,"C",78,200,21,0.5,15.4
"3217",1150814,2236,5,"Ap",0,16,12,1,9.7
"3218",1150814,2236,5,"AC",16,38,10,0.8,8
"3219",1150814,2236,5,"C",38,86,8,0.5,6.3
"3220",1150814,2236,5,"2C",86,200,3,0.5,2
"3221",1150920,2236,95,"Ap",0,16,23,3,18.9
"3222",1150920,2236,95,"A",16,54,23,2,18.6
"3223",1150920,2236,95,"Bk",54,78,25,1,18.8
"3224",1150920,2236,95,"C",78,200,21,0.5,15.4
"3225",1150920,2236,5,"Ap",0,16,12,1,9.7
"3226",1150920,2236,5,"AC",16,38,10,0.8,8
"3227",1150920,2236,5,"C",38,86,8,0.5,6.3
"3228",1150920,2236,5,"2C",86,200,3,0.5,2
"3229",1150982,2236,95,"Ap",0,16,23,3,18.9
"3230",1150982,2236,95,"A",16,54,23,2,18.6
"3231",1150982,2236,95,"Bk",54,78,25,1,18.8
"3232",1150982,2236,95,"C",78,200,21,0.5,15.4
"3233",1150982,2236,5,"Ap",0,16,12,1,9.7
"3234",1150982,2236,5,"AC",16,38,10,0.8,8
"3235",1150982,2236,5,"C",38,86,8,0.5,6.3
"3236",1150982,2236,5,"2C",86,200,3,0.5,2
"3237",1151029,2236,95,"Ap",0,16,23,3,18.9
"3238",1151029,2236,95,"A",16,54,23,2,18.6
"3239",1151029,2236,95,"Bk",54,78,25,1,18.8
"3240",1151029,2236,95,"C",78,200,21,0.5,15.4
"3241",1151029,2236,5,"Ap",0,16,12,1,9.7
"3242",1151029,2236,5,"AC",16,38,10,0.8,8
"3243",1151029,2236,5,"C",38,86,8,0.5,6.3
"3244",1151029,2236,5,"2C",86,200,3,0.5,2
"3245",1151136,2236,95,"Ap",0,16,23,3,18.9
"3246",1151136,2236,95,"A",16,54,23,2,18.6
"3247",1151136,2236,95,"Bk",54,78,25,1,18.8
"3248",1151136,2236,95,"C",78,200,21,0.5,15.4
"3249",1151136,2236,5,"Ap",0,16,12,1,9.7
"3250",1151136,2236,5,"AC",16,38,10,0.8,8
"3251",1151136,2236,5,"C",38,86,8,0.5,6.3
"3252",1151136,2236,5,"2C",86,200,3,0.5,2
"3253",1152097,2236,95,"Ap",0,16,23,3,18.9
"3254",1152097,2236,95,"A",16,54,23,2,18.6
"3255",1152097,2236,95,"Bk",54,78,25,1,18.8
"3256",1152097,2236,95,"C",78,200,21,0.5,15.4
"3257",1152097,2236,5,"Ap",0,16,12,1,9.7
"3258",1152097,2236,5,"AC",16,38,10,0.8,8
"3259",1152097,2236,5,"C",38,86,8,0.5,6.3
"3260",1152097,2236,5,"2C",86,200,3,0.5,2
"3261",1152140,2236,95,"Ap",0,16,23,3,18.9
"3262",1152140,2236,95,"A",16,54,23,2,18.6
"3263",1152140,2236,95,"Bk",54,78,25,1,18.8
"3264",1152140,2236,95,"C",78,200,21,0.5,15.4
"3265",1152140,2236,5,"Ap",0,16,12,1,9.7
"3266",1152140,2236,5,"AC",16,38,10,0.8,8
"3267",1152140,2236,5,"C",38,86,8,0.5,6.3
"3268",1152140,2236,5,"2C",86,200,3,0.5,2
"3269",1380146,2236,95,"Ap",0,16,23,3,18.9
"3270",1380146,2236,95,"A",16,54,23,2,18.6
"3271",1380146,2236,95,"Bk",54,78,25,1,18.8
"3272",1380146,2236,95,"C",78,200,21,0.5,15.4
"3273",1380146,2236,5,"Ap",0,16,12,1,9.7
"3274",1380146,2236,5,"AC",16,38,10,0.8,8
"3275",1380146,2236,5,"C",38,86,8,0.5,6.3
"3276",1380146,2236,5,"2C",86,200,3,0.5,2
"3277",1381876,2236,95,"Ap",0,16,23,3,18.9
"3278",1381876,2236,95,"A",16,54,23,2,18.6
"3279",1381876,2236,95,"Bk",54,78,25,1,18.8
"3280",1381876,2236,95,"C",78,200,21,0.5,15.4
"3281",1381876,2236,5,"Ap",0,16,12,1,9.7
"3282",1381876,2236,5,"AC",16,38,10,0.8,8
"3283",1381876,2236,5,"C",38,86,8,0.5,6.3
"3284",1381876,2236,5,"2C",86,200,3,0.5,2
"3285",1381941,2236,95,"Ap",0,16,23,3,18.9
"3286",1381941,2236,95,"A",16,54,23,2,18.6
"3287",1381941,2236,95,"Bk",54,78,25,1,18.8
