"","labsampnum","idp","X","Y","hzn_old","hzn_nom","hzn_disc","hzn","hzn_prime","top","bot","cec","oc","clay","MUSYM","MUKEY"
"1244","90P04588",17098,-101.9852753,40.5583344,"CR1","Cr1","","C","",113,158,13.6000004,0.0399999991,18,1725,1699053
"1245","90P04589",17098,-101.9852753,40.5583344,"CR2","Cr2","","C","",158,203,19.2000008,0.0199999996,23.2999992,1725,1699053
"1246","90P04642",17107,-101.9505539,40.5438881,"AP","Ap","","A","",0,15,19.2999992,1.47000003,20.8999996,5104,1699004
"1247","90P04643",17107,-101.9505539,40.5438881,"A","A","","A","",15,38,19.1000004,1.02999997,20.6000004,5104,1699004
"1248","90P04644",17107,-101.9505539,40.5438881,"BT","Bt","","B","",38,80,20.2000008,0.49000001,22.2000008,5104,1699004
"1249","90P04645",17107,-101.9505539,40.5438881,"BK","Bk","","B","",80,102,18.1000004,0.379999995,16.6000004,5104,1699004
"1250","90P04646",17107,-101.9505539,40.5438881,"C","C","","C","",102,122,12.1000004,0.209999993,13.1000004,5104,1699004
"1251","90P04651",17109,-101.451942399999,39.6305542,"AP1","Ap1","","A","",0,11,18.3999996,1.30999994,20.8999996,1619,1149565
"1252","90P04652",17109,-101.451942399999,39.6305542,"AP2","Ap2","","A","",11,18,21.3999996,0.930000007,26.7000008,1619,1149565
"1253","90P04653",17109,-101.451942399999,39.6305542,"BT","Bt","","B","",18,41,24.2999992,0.589999974,27.7000008,1619,1149565
"1254","90P04654",17109,-101.451942399999,39.6305542,"BTK","Btk","","B","",41,62,22.2999992,0.5,26.7999992,1619,1149565
"1255","90P04655",17109,-101.451942399999,39.6305542,"BK","Bk","","B","",62,84,20,0.319999993,21.2000008,1619,1149565
"1256","90P04656",17109,-101.451942399999,39.6305542,"C1","C1","","C","",84,115,18.7000008,0.189999998,16.5,1619,1149565
"1257","90P04657",17109,-101.451942399999,39.6305542,"C2","C2","","C","",115,155,17.8999996,0.150000006,14.8000002,1619,1149565
"1258","90P04658",17109,-101.451942399999,39.6305542,"C3","C3","","C","",155,187,17.5,0.119999997,13.6999998,1619,1149565
"1259","90P04659",17109,-101.451942399999,39.6305542,"C4","C4","","C","",187,213,17.5,0.100000001,13.1999998,1619,1149565
"1260","90P04660",17109,-101.451942399999,39.6305542,"C5","C5","","C","",213,288,16.8999996,0.0900000036,12.5,1619,1149565
"1261","90P04661",17109,-101.451942399999,39.6305542,"C6","C6","","C","",288,367,17.8999996,0.0900000036,12.8999996,1619,1149565
"1262","90P04662",17109,-101.451942399999,39.6305542,"C7","C7","","C","",367,492,17.8999996,0.100000001,12.8999996,1619,1149565
"1263","90P04663",17109,-101.451942399999,39.6305542,"C8","C8","","C","",492,596,18.6000004,0.109999999,12.3000002,1619,1149565
"1264","90P04664",17109,-101.451942399999,39.6305542,"C9","C9","","C","",596,716,18.1000004,0.119999997,12.6000004,1619,1149565
"1265","90P05582",17242,-97.7653364,38.0008781,"AP1","Ap1","","A","",0,9,15.6000004,1.19000006,20.1000004,5751,1443799
"1266","90P05583",17242,-97.7653364,38.0008781,"AP2","Ap2","","A","",9,18,15.8000002,0.810000002,21.5,5751,1443799
"1267","90P05584",17242,-97.7653364,38.0008781,"BTKN1","Btkn1","","B","",18,35,18.6000004,0.540000021,31.3999996,5751,1443799
"1268","90P05585",17242,-97.7653364,38.0008781,"BTKN2","Btkn2","","B","",35,58,21.8999996,0.460000008,36.9000015,5751,1443799
"1269","90P05586",17242,-97.7653364,38.0008781,"BTKG1","Btkg1","","B","",58,78,25.7999992,0.449999988,41.5999985,5751,1443799
"1270","90P05587",17242,-97.7653364,38.0008781,"BTKG2","Btkg2","","B","",78,101,27.5,0.389999986,44.0999985,5751,1443799
"1271","90P05588",17242,-97.7653364,38.0008781,"BTKG3","Btkg3","","B","",101,118,19.8999996,0.230000004,26.8999996,5751,1443799
"1272","90P05589",17242,-97.7653364,38.0008781,"BTKG4","Btkg4","","B","",118,132,9.69999981,0.140000001,13.1000004,5751,1443799
"1273","90P05591",17242,-97.7653364,38.0008781,"CG","Cg","","C","",148,166,8.10000038,0.0900000036,8.89999962,5751,1443799
"1274","90P05603",17244,-98.0477904,38.1660969,"AP","Ap","","A","",0,14,3.29999995,0.430000007,3.5,5821,1443802
"1275","90P05604",17244,-98.0477904,38.1660969,"A","A","","A","",14,30,4.30000019,0.340000004,5.80000019,5821,1443802
"1276","90P05606",17244,-98.0477904,38.1660969,"BT","Bt","","B","",46,74,15,0.300000012,21.3999996,5821,1443802
"1277","90P05607",17244,-98.0477904,38.1660969,"BTK1","Btk1","","B","",74,86,8.60000038,0.25,16,5821,1443802
"1278","90P05608",17244,-98.0477904,38.1660969,"BTK2","Btk2","","B","",86,97,6.9000001,0.219999999,11.1999998,5821,1443802
"1279","90P05610",17244,-98.0477904,38.1660969,"C1","C1","","C","",114,135,2.4000001,0.0599999987,0,5821,1443802
"1280","90P05611",17244,-98.0477904,38.1660969,"C2","C2","","C","",135,145,2.20000005,0.0399999991,0,5821,1443802
"1281","90P05612",17244,-98.0477904,38.1660969,"C3","C3","","C","",145,156,2.0999999,0.0399999991,0,5821,1443802
"1282","91P01103",17611,-96.5699997,41.247776,"AP1","Ap1","","A","",0,12,20.8999996,2.67000008,22.2999992,7280,2745842
"1283","91P01104",17611,-96.5699997,41.247776,"AP2","Ap2","","A","",12,18,20.2999992,2.22000003,22.3999996,7280,2745842
"1284","91P01107",17611,-96.5699997,41.247776,"BT1","Bt1","","B","",39,64,27.8999996,0.540000021,48.2999992,7280,2745842
"1285","91P01108",17611,-96.5699997,41.247776,"BT2","Bt2","","B","",64,92,29.8999996,0.49000001,45.4000015,7280,2745842
"1286","91P01109",17611,-96.5699997,41.247776,"BT3","Bt3","","B","",92,108,28.7999992,0.389999986,43.9000015,7280,2745842
"1287","91P01110",17611,-96.5699997,41.247776,"BT4","Bt4","","B","",108,135,27.5,0.310000002,42.2000008,7280,2745842
"1288","91P01111",17611,-96.5699997,41.247776,"BT5","Bt5","","B","",135,158,26.8999996,0.270000011,41.0999985,7280,2745842
"1289","91P01112",17611,-96.5699997,41.247776,"BT6","Bt6","","B","",158,220,27.1000004,0.200000003,37.7000008,7280,2745842
"1290","91P01113",17611,-96.5699997,41.247776,"BT7","Bt7","","B","",220,300,23.5,0.129999995,30.8999996,7280,2745842
"1291","91P01115",17611,-96.5699997,41.247776,"C1","C1","","C","",368,508,23.5,0.119999997,30.5,7280,2745842
"1292","91P01116",17611,-96.5699997,41.247776,"C2","C2","","C","",508,549,22.7000008,0.150000006,29.7999992,7280,2745842
"1293","91P07919",18607,-98.0447235,40.3938904,"AP","Ap","","A","",0,15,NA,1.75,24.8999996,3864,2605822
"1294","91P07920",18607,-98.0447235,40.3938904,"A","A","","A","",15,30,NA,1.01999998,25.2999992,3864,2605822
"1295","91P07923",18607,-98.0447235,40.3938904,"BT1","Bt1","","B","",48,64,NA,0.620000005,47.9000015,3864,2605822
"1296","91P07924",18607,-98.0447235,40.3938904,"BT2","Bt2","","B","",64,109,NA,0.519999981,40.5,3864,2605822
"1297","91P07927",18607,-98.0447235,40.3938904,"C","C","","C","",165,183,NA,0.230000004,43.4000015,3864,2605822
"1298","92P03106",19164,-97.4831053,37.9936568,"AP","Ap","","A","",0,12,5.5,0.550000012,6.19999981,5910,1155455
"1299","92P03107",19164,-97.4831053,37.9936568,"BT1","Bt1","","B","",12,25,12.5,0.709999979,19.7000008,5910,1155455
"1300","92P03108",19164,-97.4831053,37.9936568,"BT2","Bt2","","B","",25,40,12.1000004,0.50999999,19.2999992,5910,1155455
"1301","92P03109",19164,-97.4831053,37.9936568,"BT3","Bt3","","B","",40,59,10.1999998,0.289999992,16.2000008,5910,1155455
"1302","92P03110",19164,-97.4831053,37.9936568,"BT4","Bt4","","B","",59,76,12.5,0.349999994,19.5,5910,1155455
"1303","92P03111",19164,-97.4831053,37.9936568,"BT5","Bt5","","B","",76,101,9.5,0.270000011,16.2000008,5910,1155455
"1304","92P03112",19164,-97.4831053,37.9936568,"BT6","Bt6","","B","",101,128,6.0999999,0.140000001,9.80000019,5910,1155455
"1305","92P03113",19164,-97.4831053,37.9936568,"BTB","Bt7","","B","",128,163,9.80000019,0.159999996,16,5910,1155455
"1306","92P03115",19164,-97.4831053,37.9936568,"C1","C1","","C","",169,189,4,0.0399999991,4.9000001,5910,1155455
"1307","92P03116",19164,-97.4831053,37.9936568,"C2","C2","","C","",189,216,2.70000005,0.0199999996,4.0999999,5910,1155455
"1308","92P03117",19164,-97.4831053,37.9936568,"C3","C3","","C","",216,242,3.29999995,0.0199999996,3.4000001,5910,1155455
"1309","92P03127",19166,-97.6081092,37.9964342,"AP1","Ap1","","A","",0,10,10.3999996,0.959999979,12.1999998,5886,2493466
"1310","92P03128",19166,-97.6081092,37.9964342,"AP2","Ap2","","A","",10,23,10.6999998,0.930000007,14,5886,2493466
"1311","92P03129",19166,-97.6081092,37.9964342,"A","A","","A","",23,35,14.6000004,1.11000001,22.2000008,5886,2493466
"1312","92P03131",19166,-97.6081092,37.9964342,"BT1","Bt1","","B","",40,71,15.3999996,0.560000002,26.7000008,5886,2493466
"1313","92P03132",19166,-97.6081092,37.9964342,"BT2","Bt2","","B","",71,100,10.3999996,0.25999999,16.7999992,5886,2493466
"1314","92P03133",19166,-97.6081092,37.9964342,"BT3","Bt3","","B","",100,125,8,0.150000006,12.3000002,5886,2493466
"1315","92P03136",19166,-97.6081092,37.9964342,"C1","C1","","C","",169,206,2.9000001,0.0399999991,3.5999999,5886,2493466
"1316","92P03137",19166,-97.6081092,37.9964342,"C2","C2","","C","",206,280,2.5,0.0199999996,2.5999999,5886,2493466
"1317","92P03138",19167,-97.6075536,37.9892121,"AP1","Ap1","","A","",0,12,8.39999962,0.810000002,8.69999981,5831,1155440
"1318","92P03139",19167,-97.6075536,37.9892121,"AP2","Ap2","","A","",12,19,8.5,0.600000024,9.80000019,5831,1155440
"1319","92P03140",19167,-97.6075536,37.9892121,"BTN1","Btn1","","B","",19,31,13.8999996,0.519999981,16.3999996,5831,1155440
"1320","92P03141",19167,-97.6075536,37.9892121,"BTN2","Btn2","","B","",31,40,26.2000008,0.560000002,33.4000015,5831,1155440
"1321","92P03142",19167,-97.6075536,37.9892121,"BTN3","Btn3","","B","",40,54,33.7999992,0.370000005,44.0999985,5831,1155440
"1322","92P03143",19167,-97.6075536,37.9892121,"BTKZ","Btkz","","B","",54,72,28.7000008,0.25,40,5831,1155440
"1323","92P03144",19167,-97.6075536,37.9892121,"BTK1","Btk1","","B","",72,85,24.6000004,0.159999996,30.6000004,5831,1155440
"1324","92P03145",19167,-97.6075536,37.9892121,"BTK2","Btk2","","B","",85,103,19.7999992,0.159999996,24.8999996,5831,1155440
"1325","92P03146",19167,-97.6075536,37.9892121,"BTK3","Btk3","","B","",103,131,15,0.150000006,21,5831,1155440
"1326","92P03147",19167,-97.6075536,37.9892121,"BT","Bt","","B","",131,155,9.60000038,0.100000001,14.5,5831,1155440
"1327","92P03148",19167,-97.6075536,37.9892121,"C1","C1","","C","",155,189,5.9000001,0.0299999993,7.69999981,5831,1155440
"1328","92P03149",19167,-97.6075536,37.9892121,"C2","C2","","C","",189,230,3.0999999,0.0299999993,3.79999995,5831,1155440
"1329","92P03150",19168,-97.60422,37.9429628,"AP1","Ap1","","A","",0,14,6.19999981,0.819999993,7.30000019,5944,2478764
"1330","92P03151",19168,-97.60422,37.9429628,"AP2","Ap2","","A","",14,33,6.5999999,0.600000024,7.4000001,5944,2478764
"1331","92P03152",19168,-97.60422,37.9429628,"A","A","","A","",33,52,12.1000004,1.01999998,17,5944,2478764
"1332","92P03153",19168,-97.60422,37.9429628,"BT1","Bt1","","B","",52,66,18,1.03999996,28.8999996,5944,2478764
"1333","92P03154",19168,-97.60422,37.9429628,"BT2","Bt2","","B","",66,81,23.3999996,0.839999974,37.5,5944,2478764
"1334","92P03155",19168,-97.60422,37.9429628,"BT3","Bt3","","B","",81,99,29.8999996,0.600000024,49.2000008,5944,2478764
"1335","92P03156",19168,-97.60422,37.9429628,"BT4","Bt4","","B","",99,120,18.1000004,0.389999986,25.3999996,5944,2478764
"1336","92P03158",19168,-97.60422,37.9429628,"C1","C1","","C","",134,150,27.6000004,0.529999971,40.5,5944,2478764
"1337","92P03159",19168,-97.60422,37.9429628,"C2","C2","","C","",150,166,3.9000001,0.0900000036,6,5944,2478764
"1338","92P03160",19168,-97.60422,37.9429628,"C3","C3","","C","",166,174,35.2999992,0.200000003,54.0999985,5944,2478764
"1339","92P03161",19168,-97.60422,37.9429628,"C4","C4","","C","",174,185,2,0.0500000007,2.0999999,5944,2478764
"1340","92P03162",19168,-97.60422,37.9429628,"C5","C5","","C","",185,190,16.3999996,0.109999999,30.6000004,5944,2478764
"1341","92P03163",19168,-97.60422,37.9429628,"C6","C6","","C","",190,220,1.29999995,0.00999999978,0.600000024,5944,2478764
"1342","92P03855",19263,-96.8333359,40.5374985,"AP1","Ap11","","A","",0,2,21,3.47000003,21.7999992,7684,1691404
"1343","92P03856",19263,-96.8333359,40.5374985,"AP1","Ap12","","A","",2,12,19.8999996,2.20000005,23.8999996,7684,1691404
"1344","92P03857",19263,-96.8333359,40.5374985,"AP2","Ap2","","A","",12,23,19.8999996,1.59000003,25.8999996,7684,1691404
"1345","92P03858",19263,-96.8333359,40.5374985,"BT1","Bt1","","B","",23,38,24.1000004,1.28999996,30.8999996,7684,1691404
"1346","92P03859",19263,-96.8333359,40.5374985,"BT2","Bt2","","B","",38,64,25,0.730000019,32.4000015,7684,1691404
"1347","92P03860",19263,-96.8333359,40.5374985,"BK","Bk","","B","",64,84,18.7000008,0.409999996,26.2000008,7684,1691404
"1348","92P03861",19263,-96.8333359,40.5374985,"C1","C1","","C","",84,94,17.2000008,0.25999999,25.5,7684,1691404
"1349","92P03862",19263,-96.8333359,40.5374985,"C2","C2","","C","",94,150,20.3999996,0.0599999987,30.7000008,7684,1691404
"1350","92P03863",19263,-96.8333359,40.5374985,"C3","C3","","C","",150,196,19.5,0.0299999993,31.2999992,7684,1691404
"1351","92P06830",19707,-99.8393021,39.4223137,"AP1","Ap1","","A","",0,5,20.3999996,1.28999996,27.2000008,2817,2669024
"1352","92P06831",19707,-99.8393021,39.4223137,"AP2","Ap2","","A","",5,12,21.6000004,1.05999994,28.6000004,2817,2669024
"1353","92P06833",19707,-99.8393021,39.4223137,"BT1","Bt1","","B","",26,40,28.2000008,0.639999986,39.2999992,2817,2669024
"1354","92P06834",19707,-99.8393021,39.4223137,"BT2","Bt2","","B","",40,50,28.3999996,0.49000001,38.7000008,2817,2669024
"1355","92P06835",19707,-99.8393021,39.4223137,"BT3","Bt3","","B","",50,65,26.6000004,0.389999986,36.5999985,2817,2669024
"1356","92P06837",19707,-99.8393021,39.4223137,"CK1","Bk1","","B","",85,123,22.1000004,0.270000011,23.3999996,2817,2669024
"1357","92P06838",19707,-99.8393021,39.4223137,"CK2","Bk2","","B","",123,170,22.5,0.209999993,22.3999996,2817,2669024
"1358","92P06839",19707,-99.8393021,39.4223137,"CK3","Bk3","","B","",170,227,22.8999996,0.180000007,21.3999996,2817,2669024
"1359","92P06840",19707,-99.8393021,39.4223137,"CK4","Bk4","","B","",227,303,23.1000004,0.129999995,18.6000004,2817,2669024
"1360","92P06841",19707,-99.8393021,39.4223137,"C5","C","","C","",303,343,23.2000008,0.189999998,18.8999996,2817,2669024
"1361","94P03848",21109,-96.5055542,40.8561096,"Ap1","Ap1","","A","",0,17,18.3999996,1.88999999,22.1000004,7231,1691360
"1362","94P03849",21109,-96.5055542,40.8561096,"Ap2","Ap2","","A","",17,23,19.2999992,1.38999999,24.5,7231,1691360
"1363","94P03850",21109,-96.5055542,40.8561096,"A1","A1","","A","",23,39,19.2000008,1.53999996,24.5,7231,1691360
"1364","94P03851",21109,-96.5055542,40.8561096,"A2","A2","","A","",39,53,24.6000004,1.88,31.2000008,7231,1691360
"1365","94P03852",21109,-96.5055542,40.8561096,"A3","A3","","A","",53,65,28.6000004,1.91999996,38.4000015,7231,1691360
"1366","94P03854",21109,-96.5055542,40.8561096,"Bt1","Bt1","","B","",84,107,30.7999992,0.779999971,42.2999992,7231,1691360
"1367","94P03855",21109,-96.5055542,40.8561096,"Bt2","Bt2","","B","",107,133,28.1000004,0.409999996,35.7000008,7231,1691360
"1368","94P03857",21109,-96.5055542,40.8561096,"C1","C","","C","",164,200,24.2000008,0.150000006,32.9000015,7231,1691360
"1369","94P03896",21117,-96.9461136,40.8373871,"A","A","","A","",0,18,23,2.45000005,29.1000004,7227,1691193
"1370","94P03897",21117,-96.9461136,40.8373871,"B","B","","B","",18,72,31.6000004,0.689999998,39.5,7227,1691193
"1371","94P03898",21117,-96.9461136,40.8373871,"C","C","","C","",72,90,28.7999992,0.610000014,40.4000015,7227,1691193
"1372","94P06086",21335,-97.055336,40.8947487,"Ap1","Ap1","","A","",0,5,29.7999992,1.33000004,39.9000015,3962,1691222
"1373","94P06087",21335,-97.055336,40.8947487,"Ap2","Ap2","","A","",5,10,30.3999996,1.19000006,40.4000015,3962,1691222
"1374","94P06088",21335,-97.055336,40.8947487,"Ap3","Ap3","","A","",10,26,29.7999992,1.26999998,40,3962,1691222
"1375","94P06089",21335,-97.055336,40.8947487,"Bt1","Bt1","","B","",26,45,31.6000004,0.550000012,40.5,3962,1691222
"1376","94P06090",21335,-97.055336,40.8947487,"Bt2","Bt2","","B","",45,71,28.6000004,0.310000002,35.9000015,3962,1691222
"1377","94P06091",21335,-97.055336,40.8947487,"Bt3","Bt3","","B","",71,93,27.5,0.189999998,30.6000004,3962,1691222
"1378","94P06092",21335,-97.055336,40.8947487,"Bk","Bk","","B","",93,153,25.7000008,0.170000002,24.2000008,3962,1691222
"1379","94P06093",21335,-97.055336,40.8947487,"C1","C1","","C","",153,161,24.3999996,0.129999995,26.5,3962,1691222
"1380","94P06094",21335,-97.055336,40.8947487,"C2","C2","","C","",161,200,24.8999996,0.119999997,24.8999996,3962,1691222
"1381","94P06096",21336,-97.0561142,40.8935013,"Ap1","Ap1","","A","",0,5,25.1000004,2.52999997,33.7999992,3866,2668633
"1382","94P06097",21336,-97.0561142,40.8935013,"Ap2","Ap2","","A","",5,10,25.2000008,1.72000003,35.2000008,3866,2668633
"1383","94P06098",21336,-97.0561142,40.8935013,"Ap3","Ap3","","A","",10,21,28.2000008,1.35000002,38.2999992,3866,2668633
"1384","94P06099",21336,-97.0561142,40.8935013,"Bt1","Bt1","","B","",21,32,31.5,0.709999979,42.0999985,3866,2668633
"1385","94P06100",21336,-97.0561142,40.8935013,"Bt2","Bt2","","B","",32,56,30.2999992,0.439999998,38.2000008,3866,2668633
"1386","94P06101",21336,-97.0561142,40.8935013,"Bt3","Bt3","","B","",56,78,28.5,0.270000011,36.4000015,3866,2668633
"1387","94P06102",21336,-97.0561142,40.8935013,"Bt4","Bt4","","B","",78,107,26.5,0.170000002,33,3866,2668633
"1388","94P06104",21336,-97.0561142,40.8935013,"C","C","","C","",156,200,26.1000004,0.119999997,27.7999992,3866,2668633
"1389","94P06106",21337,-97.0619431,40.8944435,"A1","A1","","A","",4,11,21.6000004,4.17000008,26.3999996,3553,2745844
"1390","94P06107",21337,-97.0619431,40.8944435,"A2","A2","","A","",11,17,24.8999996,2.4000001,27.1000004,3553,2745844
"1391","94P06108",21337,-97.0619431,40.8944435,"A3","A3","","A","",17,32,20,1.45000005,31.6000004,3553,2745844
"1392","94P06109",21337,-97.0619431,40.8944435,"A4","A4","","A","",32,66,21.7000008,0.910000026,31.7999992,3553,2745844
"1393","94P06110",21337,-97.0619431,40.8944435,"Bt1","Bt1","","B","",66,97,20.3999996,0.469999999,30.2000008,3553,2745844
"1394","94P06111",21337,-97.0619431,40.8944435,"Bt2","Bt2","","B","",97,126,21.2999992,0.310000002,29.2999992,3553,2745844
"1395","94P06112",21337,-97.0619431,40.8944435,"Bt3","Bt3","","B","",126,162,24.7999992,0.150000006,32.5,3553,2745844
"1396","94P06114",21337,-97.0619431,40.8944435,"C","C","","C","",185,200,25.6000004,0.0700000003,29.1000004,3553,2745844
"1397","97P00516",22944,-96.7585831,40.4754181,"Ap","Ap","","A","",0,15,29.5,1.73000002,41.4000015,7693,1691124
"1398","97P00517",22944,-96.7585831,40.4754181,"Bt1","Bt1","","B","",15,38,32.7000008,0.75999999,43.9000015,7693,1691124
"1399","97P00518",22944,-96.7585831,40.4754181,"Bt2","Bt2","","B","",38,56,28.8999996,0.460000008,39.2000008,7693,1691124
"1400","97P00519",22944,-96.7585831,40.4754181,"Bt3","Bt3","","B","",56,81,27.2000008,0.25999999,35.5,7693,1691124
"1401","97P00521",22944,-96.7585831,40.4754181,"C1","C1","","C","",102,127,26.5,0.180000007,31.7999992,7693,1691124
"1402","97P00522",22944,-96.7585831,40.4754181,"C2","C2","","C","",127,145,26.2999992,0.280000001,34.7999992,7693,1691124
"1403","97P00524",22945,-96.7580566,40.5094452,"Ap","Ap","","A","",0,15,19.7999992,1.75,23.8999996,7689,1691123
"1404","97P00526",22945,-96.7580566,40.5094452,"Bt1","Bt1","","B","",28,53,32.7000008,1.25,44.4000015,7689,1691123
"1405","97P00527",22945,-96.7580566,40.5094452,"Bt2","Bt2","","B","",53,74,33,0.360000014,40,7689,1691123
"1406","97P00528",22945,-96.7580566,40.5094452,"Bt3","Bt3","","B","",74,97,32.2000008,0.200000003,35.2999992,7689,1691123
"1407","97P00530",22945,-96.7580566,40.5094452,"C1","C1","","C","",132,165,27.6000004,0.140000001,28.3999996,7689,1691123
"1408","97P00531",22945,-96.7580566,40.5094452,"C2","C2","","C","",165,203,27.6000004,0.109999999,32.5,7689,1691123
"1409","97P00532",22946,-96.8604202,40.1247215,"Ap1","Ap1","","A","",0,10,22.3999996,2.0999999,27.6000004,7689,1691123
"1410","97P00533",22946,-96.8604202,40.1247215,"Ap2","Ap2","","A","",10,23,24.2000008,1.67999995,31.7000008,7689,1691123
"1411","97P00535",22946,-96.8604202,40.1247215,"Bt1","Bt1","","B","",38,58,35.2999992,0.850000024,50.2000008,7689,1691123
"1412","97P00536",22946,-96.8604202,40.1247215,"Bt2","Bt2","","B","",58,76,33.2999992,0.649999976,45.2000008,7689,1691123
"1413","97P00537",22946,-96.8604202,40.1247215,"Bt3","Bt3","","B","",76,104,32,0.289999992,38.4000015,7689,1691123
"1414","97P00539",22946,-96.8604202,40.1247215,"C","C","","C","",165,203,28.7000008,0.129999995,34,7689,1691123
"1415","98P02198",23818,-96.7997208,40.7613907,"A","A","","A","",0,13,32.7000008,NA,44.7999992,7207,2733103
"1416","98P02199",23818,-96.7997208,40.7613907,"Bt1","Bt1","","B","",13,40,34.5,NA,47.5999985,7207,2733103
"1417","98P02200",23818,-96.7997208,40.7613907,"C","C","","C","",185,200,28.2000008,0.150000006,34,7207,2733103
"1418","99P04377",24675,-97.8506045,38.891358,"A","A","","A","",0,18,13,NA,12.8000002,3396,2668815
"1419","99P04378",24675,-97.8506045,38.891358,"Bw1","Bw1","","B","",18,33,5.30000019,NA,11,3396,2668815
"1420","99P04379",24675,-97.8506045,38.891358,"Bw2","Bw2","","B","",33,47,7.30000019,NA,14.6999998,3396,2668815
"1421","99P04380",24675,-97.8506045,38.891358,"Cr","Cr","","C","",47,63,3,0.150000006,6.0999999,3396,2668815
"1422","40A17104",2125,-96.5588913,40.8430557,"A1","A1","","A","",0,18,NA,3.27999997,30.7000008,7206,2733102
"1423","40A17105",2125,-96.5588913,40.8430557,"A12","A2","","A","",18,33,NA,1.99000001,37.7999992,7206,2733102
"1424","40A17106",2125,-96.5588913,40.8430557,"B1","B","","B","",33,46,NA,1.53999996,40.7000008,7206,2733102
"1425","40A17107",2125,-96.5588913,40.8430557,"B21T","Bt1","","B","",46,64,NA,0.920000017,39,7206,2733102
"1426","40A17108",2125,-96.5588913,40.8430557,"B22T","Bt2","","B","",64,89,NA,0.460000008,34.7999992,7206,2733102
"1427","40A17109",2125,-96.5588913,40.8430557,"B3 T","Bt3","","B","",89,106,NA,0.310000002,31,7206,2733102
"1428","40A17110",2125,-96.5588913,40.8430557,"C 1","C1","","C","",106,145,NA,0.150000006,30.2999992,7206,2733102
"1429","40A17111",2125,-96.5588913,40.8430557,"C 2","C2","","C","",145,183,NA,0.100000001,27.2999992,7206,2733102
"1430","40A17112",2125,-96.5588913,40.8430557,"C 3","C3","","C","",183,234,NA,0.109999999,25.6000004,7206,2733102
