"","labsampnum","idp","X","Y","hzn_old","hzn_nom","hzn_disc","hzn","hzn_prime","top","bot","cec","oc","clay","MUSYM","MUKEY"
"589","79P00733",7239,-99.8675003,40.585556,"C1","C1","","C","",74,92,22.7000008,0.25999999,21.7999992,2668,1692214
"590","79P00734",7239,-99.8675003,40.585556,"C2","C2","","C","",92,122,20.2000008,0.170000002,17,2668,1692214
"591","79P00735",7239,-99.8675003,40.585556,"C3","C3","","C","",122,152,19.3999996,0.159999996,24.5,2668,1692214
"592","79P00744",7241,-101.786315917968,40.6980514526367,"AP","Ap","","A","",0,15,NA,1,10,1525,2219526
"593","79P00745",7241,-101.786315917968,40.6980514526367,"A12","A","","A","",15,28,NA,0.810000002,13.3000002,1525,2219526
"594","79P00746",7241,-101.786315917968,40.6980514526367,"B21","B1","","B","",28,48,NA,0.50999999,13.1999998,1525,2219526
"595","79P00747",7241,-101.786315917968,40.6980514526367,"B22","B2","","B","",48,66,NA,0.479999989,13.1999998,1525,2219526
"596","79P00748",7241,-101.786315917968,40.6980514526367,"B3CA","Bk","","B","",66,86,NA,0.460000008,15.1999998,1525,2219526
"597","79P00749",7241,-101.786315917968,40.6980514526367,"CR","Cr","","C","",86,152,NA,0.219999999,23.2000008,1525,2219526
"598","79P00983",7289,-97.6338083,40.4027028,"AP","Ap","","A","",0,18,NA,2.08999991,18.2999992,3825,2668991
"599","79P00984",7289,-97.6338083,40.4027028,"A12","A","","A","",18,25,NA,1.5,25.1000004,3825,2668991
"600","79P00985",7289,-97.6338083,40.4027028,"B1","B1","","B","",25,33,NA,1.47000003,28.1000004,3825,2668991
"601","79P00986",7289,-97.6338083,40.4027028,"B21T","Bt1","","B","",33,53,NA,1.05999994,43.9000015,3825,2668991
"602","79P00987",7289,-97.6338083,40.4027028,"B22T","Bt2","","B","",53,74,NA,0.680000007,39.0999985,3825,2668991
"603","79P00988",7289,-97.6338083,40.4027028,"B3","B2","","B","",74,99,NA,0.230000004,26.7000008,3825,2668991
"604","79P00989",7289,-97.6338083,40.4027028,"C","C","","C","",99,152,NA,0.129999995,22.3999996,3825,2668991
"605","79P00990",7290,-97.6066666,40.6105537,"AP1","Ap1","","A","",0,13,NA,2.00999999,19.7000008,3824,2559466
"606","79P00991",7290,-97.6066666,40.6105537,"AP2","Ap2","","A","",13,23,NA,1.92999995,21.2999992,3824,2559466
"607","79P00992",7290,-97.6066666,40.6105537,"B1","B1","","B","",23,33,NA,1.60000002,30.1000004,3824,2559466
"608","79P00993",7290,-97.6066666,40.6105537,"B21T","Bt1","","B","",33,51,NA,0.930000007,47.7000008,3824,2559466
"609","79P00994",7290,-97.6066666,40.6105537,"B22T","Bt2","","B","",51,71,NA,0.600000024,44.7000008,3824,2559466
"610","79P00995",7290,-97.6066666,40.6105537,"B3","B2","","B","",71,97,NA,0.270000011,32.7999992,3824,2559466
"611","79P00996",7290,-97.6066666,40.6105537,"C","C","","C","",97,152,NA,0.159999996,25.5,3824,2559466
"612","79P01027",7303,-98.2589797973632,40.8138961791992,"AP","Ap","","A","",0,15,NA,0.959999979,15,3864,2605826
"613","79P01028",7303,-98.2589797973632,40.8138961791992,"A12","A","","A","",15,28,NA,0.569999993,18.3999996,3864,2605826
"614","79P01029",7303,-98.2589797973632,40.8138961791992,"B2","B1","","B","",28,56,NA,0.439999998,17.8999996,3864,2605826
"615","79P01030",7303,-98.2589797973632,40.8138961791992,"B3","B2","","B","",56,81,NA,0.600000024,12.8000002,3864,2605826
"616","79P01031",7303,-98.2589797973632,40.8138961791992,"A1B","Ab","","A","",81,107,NA,1.64999998,20.7000008,3864,2605826
"617","79P01032",7303,-98.2589797973632,40.8138961791992,"B2B","Bb","","B","",107,127,NA,0.589999974,16.6000004,3864,2605826
"618","79P01033",7303,-98.2589797973632,40.8138961791992,"CB","C","","C","",127,152,NA,0.330000013,23.3999996,3864,2605826
"619","79P01373",7352,-97.2555542,40.5036125,"AP","Ap","","A","",0,23,17,0.980000019,23.2999992,7228,1691136
"620","79P01374",7352,-97.2555542,40.5036125,"B21T","Bt1","","B","",23,41,18.3999996,0.540000021,24.7000008,7228,1691136
"621","79P01375",7352,-97.2555542,40.5036125,"B22T","Bt2","","B","",41,56,16.5,0.340000004,22.2000008,7228,1691136
"622","79P01376",7352,-97.2555542,40.5036125,"B3","B","","B","",56,117,10.8000002,0.159999996,14.3000002,7228,1691136
"623","79P01377",7352,-97.2555542,40.5036125,"C1","C1","","C","",117,132,27.6000004,0.219999999,32,7228,1691136
"624","79P01378",7352,-97.2555542,40.5036125,"C2","C2","","C","",132,152,17.7999992,0.170000002,17.7999992,7228,1691136
"625","79P01379",7353,-97.3127778,40.5172222,"A1","A","","A","",0,25,28.2000008,2.27999997,31.7000008,7258,1691151
"626","79P01380",7353,-97.3127778,40.5172222,"B1","B1","","B","",25,41,34.7000008,1.33000004,40.7999992,7258,1691151
"627","79P01381",7353,-97.3127778,40.5172222,"B21T","Bt1","","B","",41,64,33.7000008,0.569999993,38.5999985,7258,1691151
"628","79P01382",7353,-97.3127778,40.5172222,"B22T","Bt2","","B","",64,86,31.3999996,0.379999995,35.4000015,7258,1691151
"629","79P01383",7353,-97.3127778,40.5172222,"B23T","Bt3","","B","",86,97,29.2000008,0.25999999,33.0999985,7258,1691151
"630","79P01384",7353,-97.3127778,40.5172222,"B3","B2","","B","",97,107,26.6000004,0.140000001,29.1000004,7258,1691151
"631","79P01385",7353,-97.3127778,40.5172222,"C","C","","C","",107,152,25.2999992,0.100000001,28.6000004,7258,1691151
"632","79P01655",7411,-96.5486145,38.4458351,"A1","A","","A","",0,18,30.7000008,3.88000011,46.2999992,4590,2668660
"633","79P01656",7411,-96.5486145,38.4458351,"B1","B1","","B","",18,28,29.3999996,2.02999997,49.2000008,4590,2668660
"634","79P01657",7411,-96.5486145,38.4458351,"B2","B2","","B","",28,48,31.3999996,1.13999999,57.0999985,4590,2668660
"635","79P01658",7411,-96.5486145,38.4458351,"C","C","","C","",48,64,20.3999996,0.639999986,37.2999992,4590,2668660
"636","79P01659",7412,-97.8291702,39.1055565,"A1","A","","A","",0,18,11,1.77999997,17.1000004,3364,1382121
"637","79P01660",7412,-97.8291702,39.1055565,"B1","B1","","B","",18,30,13.1000004,1.08000004,27.7999992,3364,1382121
"638","79P01661",7412,-97.8291702,39.1055565,"B21T","Bt1","","B","",30,46,12.8000002,0.639999986,28,3364,1382121
"639","79P01662",7412,-97.8291702,39.1055565,"B22T","Bt2","","B","",46,64,10.3000002,0.400000006,24.5,3364,1382121
"640","79P01663",7412,-97.8291702,39.1055565,"B23T","Bt3","","B","",64,84,8.69999981,0.239999995,21.2000008,3364,1382121
"641","79P01664",7412,-97.8291702,39.1055565,"B3","B2","","B","",84,112,7.80000019,0.150000006,19.5,3364,1382121
"642","79P01665",7412,-97.8291702,39.1055565,"C1","C","","C","",112,137,7.9000001,0.150000006,22.7999992,3364,1382121
"643","79P01667",7413,-97.8222198,39.1027794,"A1","A","","A","",0,20,11.3999996,1.91999996,21.7000008,3364,1382121
"644","79P01668",7413,-97.8222198,39.1027794,"B21T","Bt","","B","",20,30,13.1000004,1.24000001,29.3999996,3364,1382121
"645","79P01672",7413,-97.8222198,39.1027794,"CR","Cr","","C","",97,152,13.5,0.109999999,41.2999992,3364,1382121
"646","79P01675",7415,-98.5827789,39.1416664,"A11","A1","","A","",0,10,18.1000004,3.52999997,20.7000008,2718,1151025
"647","79P01676",7415,-98.5827789,39.1416664,"A12","A2","","A","",10,23,14,2.23000002,20.6000004,2718,1151025
"648","79P01677",7415,-98.5827789,39.1416664,"B2","B","","B","",23,38,16.6000004,1.08000004,39.2999992,2718,1151025
"649","79P01678",7415,-98.5827789,39.1416664,"C","C","","C","",38,46,12.8999996,0.460000008,32.7999992,2718,1151025
"650","79P01679",7416,-97.5754167,38.8701389,"AP","Ap","","A","",0,17,24.7000008,1.82000005,33.9000015,3725,1382166
"651","79P01680",7416,-97.5754167,38.8701389,"A3","A","","A","",17,37,24.7999992,1.69000006,34.7000008,3725,1382166
"652","79P01681",7416,-97.5754167,38.8701389,"B21T","Bt1","","B","",37,58,29.6000004,1.74000001,41.2999992,3725,1382166
"653","79P01682",7416,-97.5754167,38.8701389,"B22T","Bt2","","B","",58,81,32,1.12,46,3725,1382166
"654","79P01683",7416,-97.5754167,38.8701389,"B23T","Bt3","","B","",81,96,29.5,0.879999995,42.7000008,3725,1382166
"655","79P01684",7416,-97.5754167,38.8701389,"B3","B","","B","",96,117,21.7999992,0.479999989,31,3725,1382166
"656","79P01685",7416,-97.5754167,38.8701389,"C1","C1","","C","",117,135,16.2999992,0.300000012,23.7999992,3725,1382166
"657","79P01686",7416,-97.5754167,38.8701389,"C2","C2","","C","",135,152,21.2000008,0.280000001,32.9000015,3725,1382166
"658","79P01687",7417,-97.4375,38.8505554,"AP","Ap","","A","",0,15,18.1000004,1.57000005,26.7000008,3725,1382166
"659","79P01688",7417,-97.4375,38.8505554,"B21T","Bt1","","B","",15,28,23.7000008,1.24000001,37.7000008,3725,1382166
"660","79P01689",7417,-97.4375,38.8505554,"B22T","Bt2","","B","",28,48,21.8999996,0.870000005,36.5999985,3725,1382166
"661","79P01690",7417,-97.4375,38.8505554,"B23T","Bt3","","B","",48,106,17.7000008,0.419999987,30.7999992,3725,1382166
"662","79P01691",7417,-97.4375,38.8505554,"B31","B1","","B","",106,126,17.2999992,0.230000004,27.8999996,3725,1382166
"663","79P01692",7417,-97.4375,38.8505554,"B32","B2","","B","",126,145,16.6000004,0.140000001,25.7999992,3725,1382166
"664","79P01693",7417,-97.4375,38.8505554,"C","C","","C","",145,183,16.2999992,0.100000001,27.1000004,3725,1382166
"665","79P02233",7508,-98.0391667,40.51,"AP","Ap","","A","",0,15,16.3999996,1.58000004,22.2000008,3820,2605880
"666","79P02234",7508,-98.0391667,40.51,"A12","A","","A","",15,33,15.6000004,1.21000004,21.6000004,3820,2605880
"667","79P02236",7508,-98.0391667,40.51,"B21T","Bt1","","B","",39,56,35.5999985,0.899999976,53.2000008,3820,2605880
"668","79P02237",7508,-98.0391667,40.51,"B22T","Bt2","","B","",56,72,34.5999985,0.939999998,49.5999985,3820,2605880
"669","79P02238",7508,-98.0391667,40.51,"B23T","Bt3","","B","",72,85,32.7000008,0.639999986,45.2999992,3820,2605880
"670","79P02239",7508,-98.0391667,40.51,"B31","B1","","B","",85,102,31.2999992,0.439999998,41.7000008,3820,2605880
"671","79P02240",7508,-98.0391667,40.51,"B32","B2","","B","",102,122,28.7999992,0.280000001,34.9000015,3820,2605880
"672","79P02241",7508,-98.0391667,40.51,"C1","C1","","C","",122,152,26.2999992,0.170000002,27.7999992,3820,2605880
"673","79P02242",7508,-98.0391667,40.51,"C2","C2","","C","",152,165,23.1000004,0.129999995,24.7999992,3820,2605880
"674","79P02251",7510,-97.7852778,40.4961111,"A1","A","","A","",0,18,15.6000004,2.66000009,18.7000008,3545,2745817
"675","79P02254",7510,-97.7852778,40.4961111,"B21T","Bt1","","B","",35,59,26.8999996,0.529999971,43.4000015,3545,2745817
"676","79P02255",7510,-97.7852778,40.4961111,"B22T","Bt2","","B","",59,92,25.6000004,0.439999998,41.7000008,3545,2745817
"677","79P02256",7510,-97.7852778,40.4961111,"B23T","Bt3","","B","",92,139,25.2000008,0.289999992,39.5,3545,2745817
"678","79P02257",7510,-97.7852778,40.4961111,"B3","B","","B","",139,170,27.2000008,0.150000006,37.5,3545,2745817
"679","79P02258",7510,-97.7852778,40.4961111,"C","C","","C","",170,183,26.8999996,0.100000001,34.0999985,3545,2745817
"680","79P02259",7511,-97.7483056,40.4025833,"AP","Ap","","A","",0,18,20,2.00999999,27.1000004,3824,2559466
"681","79P02260",7511,-97.7483056,40.4025833,"A12","A","","A","",18,31,22,1.44000006,33.7000008,3824,2559466
"682","79P02261",7511,-97.7483056,40.4025833,"B1T","Bt1","","B","",31,41,32.5999985,1.01999998,51.2000008,3824,2559466
"683","79P02262",7511,-97.7483056,40.4025833,"B21T","Bt21","","B","",41,60,32.0999985,0.829999983,48.7999992,3824,2559466
"684","79P02263",7511,-97.7483056,40.4025833,"B22T","Bt22","","B","",60,84,30.6000004,0.560000002,42.9000015,3824,2559466
"685","79P02264",7511,-97.7483056,40.4025833,"B3","B","","B","",84,109,28.6000004,0.239999995,34.7000008,3824,2559466
"686","79P02265",7511,-97.7483056,40.4025833,"C1","C1","","C","",109,122,27.2999992,0.150000006,30,3824,2559466
"687","79P02266",7511,-97.7483056,40.4025833,"C2","C2","","C","",122,153,27.8999996,0.170000002,31.2999992,3824,2559466
"688","80P00354",7667,-97.413887,40.4666672,"AP","Ap","","A","",0,15,21.2000008,2.07999992,27.7999992,3824,2559466
"689","80P00355",7667,-97.413887,40.4666672,"A12","A","","A","",15,25,22.1000004,1.91999996,29.5,3824,2559466
"690","80P00356",7667,-97.413887,40.4666672,"B1","B1","","B","",25,38,28,1.64999998,40.9000015,3824,2559466
"691","80P00357",7667,-97.413887,40.4666672,"B21T","Bt1","","B","",38,53,33.5999985,1,49.2999992,3824,2559466
"692","80P00358",7667,-97.413887,40.4666672,"B22T","Bt2","","B","",53,81,31.7000008,0.610000014,45.4000015,3824,2559466
"693","80P00359",7667,-97.413887,40.4666672,"B3","B2","","B","",81,104,28.7000008,0.289999992,34,3824,2559466
"694","80P00360",7667,-97.413887,40.4666672,"C","C","","C","",104,152,26.2999992,0.159999996,30.3999996,3824,2559466
"695","80P00361",7668,-97.7866669,40.4661102,"AP","Ap","","A","",0,13,17.5,1.49000001,27.3999996,3831,2668995
"696","80P00362",7668,-97.7866669,40.4661102,"B21T","Bt1","","B","",13,30,29.2000008,0.889999986,45.4000015,3831,2668995
"697","80P00363",7668,-97.7866669,40.4661102,"B22T","Bt2","","B","",30,56,30.5,0.5,44.7000008,3831,2668995
"698","80P00364",7668,-97.7866669,40.4661102,"B3","B","","B","",56,71,28.8999996,0.280000001,33.9000015,3831,2668995
"699","80P00365",7668,-97.7866669,40.4661102,"C","C","","C","",71,152,26,0.129999995,23.7000008,3831,2668995
"700","80P00366",7669,-97.7361145,40.6552773,"AP","Ap","","A","",0,15,19.7000008,1.83000004,27.2000008,3866,2606026
"701","80P00367",7669,-97.7361145,40.6552773,"B1","B1","","B","",15,23,30.5,1.63,43.0999985,3866,2606026
"702","80P00368",7669,-97.7361145,40.6552773,"B21T","Bt1","","B","",23,38,32.9000015,1.12,48.4000015,3866,2606026
"703","80P00369",7669,-97.7361145,40.6552773,"B22T","Bt2","","B","",38,66,30.1000004,0.569999993,41.5,3866,2606026
"704","80P00370",7669,-97.7361145,40.6552773,"B3","B2","","B","",66,89,27.5,0.280000001,35.2000008,3866,2606026
"705","80P00371",7669,-97.7361145,40.6552773,"C1","C1","","C","",89,114,25.8999996,0.170000002,29.1000004,3866,2606026
"706","80P00372",7669,-97.7361145,40.6552773,"C2","C2","","C","",114,152,24.7999992,0.140000001,23.7000008,3866,2606026
"707","80P00955",7777,-97.9020233154296,41.0466728210449,"AP","Ap","","A","",0,13,NA,2.04999995,22.7999992,3864,2605826
"708","80P00956",7777,-97.9020233154296,41.0466728210449,"A12","A","","A","",13,25,NA,1.46000004,27.3999996,3864,2605826
"709","80P00957",7777,-97.9020233154296,41.0466728210449,"B21T","Bt1","","B","",25,43,NA,0.980000019,36.9000015,3864,2605826
"710","80P00958",7777,-97.9020233154296,41.0466728210449,"B22T","Bt2","","B","",43,58,NA,0.600000024,35.4000015,3864,2605826
"711","80P00959",7777,-97.9020233154296,41.0466728210449,"B3","B","","B","",58,71,NA,0.419999987,31.8999996,3864,2605826
"712","80P00960",7777,-97.9020233154296,41.0466728210449,"C1","C1","","C","",71,127,NA,0.189999998,25.1000004,3864,2605826
"713","80P00961",7777,-97.9020233154296,41.0466728210449,"C2","C2","","C","",127,152,NA,0.129999995,22.1000004,3864,2605826
"714","80P00962",7778,-98.2076111,40.8713056,"AP","Ap","","A","",0,13,NA,1.58000004,21.5,3864,2605826
"715","80P00963",7778,-98.2076111,40.8713056,"A12","A","","A","",13,25,NA,1.35000002,26.3999996,3864,2605826
"716","80P00964",7778,-98.2076111,40.8713056,"B21T","Bt1","","B","",25,46,NA,0.829999983,32.5,3864,2605826
"717","80P00965",7778,-98.2076111,40.8713056,"B22T","Bt2","","B","",46,58,NA,0.479999989,32,3864,2605826
"718","80P00966",7778,-98.2076111,40.8713056,"B3","B","","B","",58,74,NA,0.319999993,26.8999996,3864,2605826
"719","80P00967",7778,-98.2076111,40.8713056,"C1","C1","","C","",74,127,NA,0.189999998,21.7999992,3864,2605826
"720","80P00968",7778,-98.2076111,40.8713056,"C2","C2","","C","",127,152,NA,0.129999995,21.5,3864,2605826
"721","80P01717",7919,-96.8930588,40.6572227,"AP","Ap","","A","",0,15,19.2000008,1.58000004,25.3999996,9999,1691400
"722","80P01718",7919,-96.8930588,40.6572227,"A12","A1","","A","",15,30,20.2999992,1.54999995,26.7000008,9999,1691400
"723","80P01719",7919,-96.8930588,40.6572227,"A 3","A2","","A","",30,41,22.8999996,1.32000005,30.6000004,9999,1691400
"724","80P01720",7919,-96.8930588,40.6572227,"B21T","Bt11","","B","",41,58,25.2000008,0.790000021,31.6000004,9999,1691400
"725","80P01721",7919,-96.8930588,40.6572227,"B22T","Bt12","","B","",58,86,28.7000008,0.610000014,32.9000015,9999,1691400
"726","80P01722",7919,-96.8930588,40.6572227,"B23T","Bt13","","B","",86,112,26.2999992,0.560000002,34.7000008,9999,1691400
"727","80P01723",7919,-96.8930588,40.6572227,"B3T","Bt2","","B","",112,135,25.2999992,0.379999995,32.7999992,9999,1691400
"728","80P01724",7919,-96.8930588,40.6572227,"C","C","","C","",135,152,22.1000004,0.330000013,31,9999,1691400
"729","80P01725",7920,-96.6463852,40.9222221,"AP","Ap","","A","",0,15,31.2999992,3.3599999,38.2999992,7466,1691406
"730","80P01726",7920,-96.6463852,40.9222221,"A3","A","","A","",15,25,29,1.63999999,41.0999985,7466,1691406
"731","80P01727",7920,-96.6463852,40.9222221,"B21T","Bt11","","B","",25,38,30.7000008,1.22000003,43.9000015,7466,1691406
"732","80P01728",7920,-96.6463852,40.9222221,"B22T","Bt12","","B","",38,53,30.2999992,0.779999971,41,7466,1691406
"733","80P01729",7920,-96.6463852,40.9222221,"B23T","Bt13","","B","",53,76,27.2999992,0.540000021,37.7000008,7466,1691406
"734","80P01730",7920,-96.6463852,40.9222221,"B3T","Bt2","","B","",76,102,28.6000004,0.340000004,35,7466,1691406
"735","80P01731",7920,-96.6463852,40.9222221,"C","C","","C","",102,152,29.6000004,0.150000006,31.1000004,7466,1691406
"736","80P02382",8021,-97.5005569,40.4947205,"AP","Ap","","A","",0,23,20.7999992,2.29999995,23.3999996,3824,2559466
"737","80P02383",8021,-97.5005569,40.4947205,"B1","B1","","B","",23,30,22.7000008,1.38,32.0999985,3824,2559466
"738","80P02384",8021,-97.5005569,40.4947205,"B21T","Bt1","","B","",30,53,33.5,0.870000005,47.5999985,3824,2559466
"739","80P02385",8021,-97.5005569,40.4947205,"B22T","Bt2","","B","",53,71,31.5,0.689999998,46.5,3824,2559466
"740","80P02386",8021,-97.5005569,40.4947205,"B3","B2","","B","",71,86,28.7000008,0.310000002,37.0999985,3824,2559466
"741","80P02387",8021,-97.5005569,40.4947205,"C","C","","C","",86,152,27.8999996,0.159999996,30.7999992,3824,2559466
"742","80P02388",8022,-97.8769455,40.1738892,"A1","A","","A","",0,20,19,2.25,22.8999996,3844,2733371
"743","80P02389",8022,-97.8769455,40.1738892,"B1","B1","","B","",20,33,23.3999996,1.57000005,33.0999985,3844,2733371
"744","80P02390",8022,-97.8769455,40.1738892,"B21T","Bt1","","B","",33,58,25.8999996,0.699999988,37.4000015,3844,2733371
"745","80P02391",8022,-97.8769455,40.1738892,"B22T","Bt2","","B","",58,91,22.7000008,0.370000005,31.6000004,3844,2733371
"746","80P02392",8022,-97.8769455,40.1738892,"B3","B2","","B","",91,109,21.7999992,0.239999995,29,3844,2733371
"747","80P02393",8022,-97.8769455,40.1738892,"C1","C1","","C","",109,142,20.1000004,0.129999995,25.6000004,3844,2733371
"748","80P02394",8022,-97.8769455,40.1738892,"C2","C2","","C","",142,152,18.6000004,0.0700000003,23.7999992,3844,2733371
"749","81P00779",8264,-97.8844528198242,40.9741744995117,"AP","Ap","","A","",0,18,NA,1.88,20.5,3864,2605826
"750","81P00780",8264,-97.8844528198242,40.9741744995117,"A12","A1","","A","",18,43,NA,1.34000003,32.9000015,3864,2605826
"751","81P00781",8264,-97.8844528198242,40.9741744995117,"A13","A2","","A","",43,61,NA,0.850000024,31.3999996,3864,2605826
"752","81P00782",8264,-97.8844528198242,40.9741744995117,"B1","B","","B","",61,71,NA,0.699999988,31.2999992,3864,2605826
"753","81P00783",8264,-97.8844528198242,40.9741744995117,"B21T","Bt1","","B","",71,91,NA,0.50999999,30.7999992,3864,2605826
"754","81P00784",8264,-97.8844528198242,40.9741744995117,"B22T","Bt2","","B","",91,112,NA,0.319999993,34.5,3864,2605826
"755","81P00785",8264,-97.8844528198242,40.9741744995117,"C","C","","C","",112,152,NA,0.180000007,32.4000015,3864,2605826
"756","81P00786",8265,-98.2732222,40.858225,"AP","Ap","","A","",0,18,NA,1.24000001,24.8999996,2816,2218801
"757","81P00787",8265,-98.2732222,40.858225,"B2T","Bt","","B","",18,33,NA,0.560000002,30.5,2816,2218801
"758","81P00788",8265,-98.2732222,40.858225,"B3","B","","B","",33,43,NA,0.280000001,23.3999996,2816,2218801
"759","81P00789",8265,-98.2732222,40.858225,"C1","C1","","C","",43,69,NA,0.189999998,21.2999992,2816,2218801
"760","81P00790",8265,-98.2732222,40.858225,"C2","C2","","C","",69,152,NA,0.219999999,19.2000008,2816,2218801
"761","81P01721",8445,-99.3440094,40.2913971,"A","A","","A","",0,23,17.3999996,1.01999998,21.7999992,2526,1692234
"762","81P01722",8445,-99.3440094,40.2913971,"B21","B11","","B","",23,36,17.7000008,0.649999976,22.1000004,2526,1692234
"763","81P01723",8445,-99.3440094,40.2913971,"B22","B12","","B","",36,64,17.7999992,0.449999988,22.5,2526,1692234
"764","81P01724",8445,-99.3440094,40.2913971,"B3","B2","","B","",64,89,19,0.289999992,24.5,2526,1692234
"765","81P01725",8445,-99.3440094,40.2913971,"C","C","","C","",89,152,16.7000008,0.159999996,19.1000004,2526,1692234
"766","81P02786",8588,-97.3881149291992,40.5558433532714,"AP","Ap","","A","",0,15,NA,1.36000001,32.2999992,3870,1692375
"767","81P02787",8588,-97.3881149291992,40.5558433532714,"B21T","Bt1","","B","",15,30,NA,0.769999981,34.5999985,3870,1692375
"768","81P02788",8588,-97.3881149291992,40.5558433532714,"B22T","Bt2","","B","",30,56,NA,0.529999971,34.0999985,3870,1692375
"769","81P02789",8588,-97.3881149291992,40.5558433532714,"B23T","Bt3","","B","",56,76,NA,0.319999993,31,3870,1692375
"770","81P02790",8588,-97.3881149291992,40.5558433532714,"B3","B","","B","",76,102,NA,0.25999999,29.2000008,3870,1692375
"771","81P02791",8588,-97.3881149291992,40.5558433532714,"C1","C","","C","",102,132,NA,0.219999999,26.6000004,3870,1692375
"772","81P02970",8618,-97.838501,39.83461,"AP","Ap","","A","",0,18,15.1999998,1.38,18.1000004,3800,2559468
"773","81P02971",8618,-97.838501,39.83461,"A12","A","","A","",18,33,15,1.35000002,20.6000004,3800,2559468
"774","81P02972",8618,-97.838501,39.83461,"B21T","Bt1","","B","",33,53,26.7999992,1,39.9000015,3800,2559468
"775","81P02973",8618,-97.838501,39.83461,"B22T","Bt2","","B","",53,89,29.3999996,0.620000005,45.5,3800,2559468
"776","81P02974",8618,-97.838501,39.83461,"B3CA","Bk","","B","",89,112,26.7999992,0.330000013,33,3800,2559468
"777","81P02975",8618,-97.838501,39.83461,"C","C1","","C","",112,152,24.7999992,0.230000004,29.1000004,3800,2559468
"778","81P02976",8618,-97.838501,39.83461,"C","C2","","C","",152,191,24.1000004,0.219999999,27.3999996,3800,2559468
"779","81P03871",8761,-98.0036087,39.4113884,"AP","Ap","","A","",0,15,37.2999992,1.92999995,44.4000015,2366,1381989
"780","81P03872",8761,-98.0036087,39.4113884,"A1","A","","A","",15,23,36.5999985,1.77999997,46.5,2366,1381989
"781","81P03873",8761,-98.0036087,39.4113884,"BW1","Bw1","","B","",23,53,37.5,1.30999994,51.7000008,2366,1381989
"782","81P03874",8761,-98.0036087,39.4113884,"BW2","Bw2","","B","",53,94,35,0.589999974,52.5,2366,1381989
"783","81P03875",8761,-98.0036087,39.4113884,"BW3","Bw3","","B","",94,114,34.7000008,0.469999999,49.9000015,2366,1381989
"784","81P03876",8761,-98.0036087,39.4113884,"C1","C1","","C","",114,147,14.5,0.230000004,16,2366,1381989
"785","81P03877",8761,-98.0036087,39.4113884,"C2","C2","","C","",147,165,40.4000015,0.479999989,59.7000008,2366,1381989
"786","81P03878",8762,-99.6055527,39.2619438,"A1","A","","A","",0,18,18.7000008,2.55999994,17.3999996,2959,1150282
"787","81P03880",8762,-99.6055527,39.2619438,"BK","Bk1","","B","",43,69,14.1000004,0.419999987,19.7999992,2959,1150282
"788","81P03881",8762,-99.6055527,39.2619438,"CK","Bk2","","B","",69,104,30.2000008,0.25999999,38.9000015,2959,1150282
"789","81P03882",8762,-99.6055527,39.2619438,"C1","C1","","C","",104,135,33.7000008,0.129999995,41.2000008,2959,1150282
"790","81P03883",8762,-99.6055527,39.2619438,"C2","C2","","C","",135,152,12,0.0700000003,11.8000002,2959,1150282
"791","81P03887",8764,-100.5888901,39.3861122,"AP","Ap","","A","",0,3,16.7999992,1.51999998,20.1000004,1652,1150000
"792","81P03889",8764,-100.5888901,39.3861122,"BT1","Bt1","","B","",28,46,25.7999992,0.810000002,33.2000008,1652,1150000
"793","81P03890",8764,-100.5888901,39.3861122,"BT2","Bt2","","B","",46,64,26.2999992,0.639999986,30.5,1652,1150000
"794","81P03891",8764,-100.5888901,39.3861122,"AB","Ab","","A","",64,81,27.6000004,0.980000019,34.2000008,1652,1150000
"795","81P03892",8764,-100.5888901,39.3861122,"ACKB","Aknb","","A","",81,97,28.2999992,0.75999999,34.2999992,1652,1150000
"796","81P03893",8764,-100.5888901,39.3861122,"CK","Bkb","","B","",97,119,26.1000004,0.409999996,29.6000004,1652,1150000
"797","81P03894",8764,-100.5888901,39.3861122,"C","C","","C","",119,152,24.5,0.289999992,24.5,1652,1150000
"798","81P03901",8766,-100.4291687,38.7555542,"A1","A","","A","",0,13,17.1000004,1.98000002,15.6999998,1603,1150666
"799","81P03904",8766,-100.4291687,38.7555542,"CK","Bk","","B","",66,102,7.5999999,0.319999993,33.2999992,1603,1150666
"800","81P03905",8766,-100.4291687,38.7555542,"C","C","","C","",102,152,6.80000019,0.170000002,28,1603,1150666
"801","81P03915",8769,-97.3208313,38.5974998,"AP","Ap","","A","",0,18,9.69999981,0.839999974,13.1000004,3390,1382787
"802","81P03917",8769,-97.3208313,38.5974998,"BT","Bt","","B","",36,64,16.7999992,0.49000001,26.3999996,3390,1382787
"803","81P03919",8769,-97.3208313,38.5974998,"CR1","Cr1","","C","",89,117,9,0.150000006,16.2000008,3390,1382787
"804","81P03920",8769,-97.3208313,38.5974998,"CR2","Cr2","","C","",117,152,2.70000005,0.0299999993,4.80000019,3390,1382787
"805","81P03921",8770,-99.4899979,38.5177765,"AP","Ap","","A","",0,18,16.7999992,1.03999996,24.1000004,2613,2605960
"806","81P03922",8770,-99.4899979,38.5177765,"A","A","","A","",18,25,22.7000008,0.800000012,30.8999996,2613,2605960
"807","81P03923",8770,-99.4899979,38.5177765,"BT1","Bt1","","B","",25,36,23.2999992,0.639999986,31.7000008,2613,2605960
